blueTeamFirstBlood,blueWin,DamageDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,0,-3976,1,0,-2,0,3,3,-2,-50,12
0,1,-15294,-1,-1,-1,0,-14,-1,6,-40,4
1,1,2576,0,-1,-1,0,6,2,7,-45,-40
0,0,-2074,-1,0,-1,0,-2,2,6,-14,-27
0,1,809,2,1,1,0,-18,1,-10,-1,8
1,1,-5753,2,1,-1,0,3,0,0,21,0
1,0,-7507,0,0,-2,0,-7,-1,2,-30,-1
0,1,-2491,-2,0,1,0,-12,-4,2,-1,56
0,0,-7335,-2,0,-1,0,41,-3,7,-116,-34
1,1,-3417,-1,0,-1,0,0,2,3,7,36
1,1,11941,1,0,6,0,6,2,-15,211,-11
0,1,10806,-1,-1,0,0,5,2,4,31,36
1,1,10593,1,0,0,0,-14,-3,-2,-17,4
1,1,11208,2,0,2,0,-10,2,3,86,1
1,0,884,-1,0,0,0,4,0,8,1,-4
1,0,-6534,-1,0,0,0,11,-1,6,-41,-3
0,1,3335,1,0,1,0,-9,-3,-3,23,-14
1,0,-4000,0,0,-2,0,5,2,1,-50,11
1,0,-371,0,0,0,0,127,4,-1,29,0
0,1,10669,0,-1,0,0,3,1,2,16,-38
0,1,10455,0,-1,1,0,-13,-4,-1,9,-16
1,1,13647,2,0,2,0,-71,-1,-1,5,0
0,1,6454,1,0,0,0,-39,0,4,15,34
1,1,5229,-1,1,0,0,-8,3,-2,-31,28
0,0,-8833,1,0,0,0,36,0,6,0,-22
1,1,8215,-2,0,1,0,-28,-1,-3,56,36
0,1,400,0,0,0,0,-13,5,-1,88,21
1,1,7510,1,0,1,0,245,-2,3,29,-12
1,0,996,-1,0,1,0,0,0,-5,-25,-7
1,1,7453,1,0,2,0,-56,4,-10,26,20
1,1,4317,1,0,1,0,-7,1,1,-8,-21
0,0,-6569,-1,0,-1,0,-3,1,2,-32,-11
1,0,13299,0,1,-1,0,6,7,5,29,7
1,0,-9585,2,0,0,0,15,8,-4,-1,-5
1,0,6070,-1,0,-1,0,1,-2,3,55,0
1,1,-5943,-2,0,0,0,-76,1,0,-1,-44
1,0,-151,-2,0,-2,0,-8,3,4,37,7
1,1,-54,1,-1,0,0,27,-2,-1,42,9
0,1,12495,0,0,4,0,4,1,-4,63,12
0,0,-1422,2,0,-1,0,11,0,-2,25,20
1,1,5075,1,0,3,0,-10,0,-5,63,15
0,1,10866,0,0,-1,0,128,1,4,8,0
0,0,-8380,2,0,-3,0,-28,1,3,-62,-3
1,1,-5533,1,1,2,0,-13,-5,-8,63,16
1,1,2348,2,0,-1,0,6,0,0,-53,7
1,0,-3006,-1,0,-2,0,-11,-5,5,9,-48
0,1,-10951,2,0,-2,0,0,3,1,-55,7
1,0,-4540,-2,0,-2,0,12,3,8,-85,-6
0,0,2372,2,0,1,0,-20,2,-4,57,17
0,1,14063,0,0,4,0,1,-3,-10,56,19
1,0,-6940,0,0,-1,0,38,-1,3,6,18
0,0,957,-1,0,0,0,-19,-1,-4,-2,-4
1,0,-4803,0,0,0,0,-18,-1,1,-47,-23
0,0,-23,0,0,0,0,-24,1,4,-12,-12
0,0,-8233,2,0,0,0,1,2,-3,-8,-8
0,1,2387,0,0,1,0,-7,1,-4,-1,12
0,0,-2934,-1,0,-2,0,-61,5,7,-10,38
1,1,-4549,-1,0,-1,0,-6,-3,4,-24,-3
1,1,8095,2,0,0,0,48,5,-3,-15,10
0,1,15909,2,1,3,0,6,4,-9,85,-29
1,1,4296,-2,0,0,0,257,1,-2,27,-10
1,1,2531,0,-1,-1,0,-122,-3,4,10,-3
1,0,-2082,2,0,-1,0,1,-1,0,-47,22
0,0,-16411,-2,0,-1,0,-6,7,5,-37,-1
0,0,-624,1,0,1,0,-17,6,-5,51,-41
1,1,1166,2,1,-2,0,9,0,-3,99,9
0,1,-440,2,-1,-1,0,0,0,1,30,1
1,0,11853,2,0,0,0,12,0,-4,16,28
0,0,-3474,0,0,-1,0,176,4,2,-37,-26
0,0,578,-2,0,-1,0,-5,1,-2,-41,-16
0,0,-12690,0,-1,-2,0,-8,-1,6,-98,-18
1,1,8779,-2,0,0,0,-4,-2,3,19,24
1,0,-5751,0,0,-2,0,-5,-1,-3,23,-10
1,1,6618,-2,0,2,0,5,-3,-1,6,16
0,0,-3372,0,0,-1,0,5,2,-1,16,24
1,0,-1661,-1,0,1,0,-19,2,-5,32,20
1,1,468,1,0,0,0,-4,-1,-4,11,-16
0,0,-4903,0,0,-1,0,105,-2,4,-51,20
0,1,-3201,-1,0,-1,0,-110,-3,5,-31,-12
0,1,4448,2,-1,0,0,-7,-1,-10,0,0
1,0,-1860,-1,1,1,0,-65,-1,-7,68,-3
0,1,-2167,0,0,-1,0,0,0,1,-88,5
1,0,-20377,-1,0,-2,0,16,0,8,-97,-12
0,0,-7361,-1,1,-2,0,-34,3,2,-45,0
0,1,-4295,-2,-1,-4,0,-27,-3,7,-70,22
1,1,12212,1,0,3,0,-4,1,-8,138,7
1,1,-3685,0,0,0,0,-1,0,-3,-1,-8
1,1,3313,-2,0,0,0,5,3,2,-27,16
0,1,9121,1,0,2,0,-19,1,-7,64,4
0,1,-1853,0,0,-2,0,16,-3,7,-59,-27
0,1,5948,0,0,3,0,-10,1,-7,78,37
1,1,3369,2,0,1,0,8,4,-10,-3,-7
1,1,-6909,2,0,-1,0,17,-1,3,-9,0
1,0,-10018,-1,0,-1,0,2,2,3,17,25
0,0,-6651,1,0,-1,0,-1,-1,3,-80,-28
0,1,194,2,0,1,0,-1,-5,-4,50,37
1,1,8957,2,0,-2,0,9,2,-1,15,-16
1,1,3363,1,0,0,0,-1,-1,-1,-2,-11
1,0,-10956,-2,0,-2,0,8,1,3,-51,12
0,0,-15769,-2,0,-1,0,0,2,3,-16,-36
1,0,-6962,-2,0,-2,0,-11,-5,6,-62,-40
0,1,6886,-1,0,-2,0,-61,4,-4,21,24
0,1,-2306,2,1,2,0,3,0,-5,33,48
0,0,-12349,1,0,-2,0,7,3,7,-51,-47
0,0,-3148,-2,0,-1,0,4,1,7,-100,-19
0,0,3145,-2,0,-1,0,-1,-1,5,-39,-25
0,0,102,-1,0,-2,0,44,1,7,-42,-10
0,0,-15324,-2,0,-1,0,-2,-3,2,-6,-40
1,1,7832,-2,0,0,0,6,3,-1,56,-10
0,0,-6039,2,1,-1,0,-7,-2,1,-28,-36
0,0,7339,0,0,0,0,-14,-3,1,21,-16
1,1,6964,1,0,1,0,2,-2,-4,-1,10
1,0,-8455,0,0,-1,0,-32,0,5,-30,40
1,1,14821,2,0,3,0,-6,0,-9,81,-2
1,0,4140,-1,0,-2,0,-3,-2,-2,0,-4
1,1,18246,2,0,1,0,2,2,1,12,1
1,1,3943,0,0,1,0,44,2,-1,35,15
1,0,4447,0,0,-1,0,-2,-2,1,-29,-23
1,1,5799,2,0,1,0,173,-2,-8,25,39
0,0,-5255,0,0,0,0,-1,-1,1,14,-40
1,1,2955,-1,0,-1,0,-6,2,-4,45,-8
0,1,-647,2,0,-1,0,3,-1,3,-12,-26
0,1,6267,0,0,0,0,3,2,0,24,-2
0,0,-11035,-1,0,-1,0,-6,-2,7,-138,-27
1,0,-1366,-1,0,0,0,102,2,1,14,-38
0,1,846,1,0,0,0,-1,2,-1,44,0
0,0,-1549,2,0,0,0,-3,-1,6,-24,8
1,1,791,-2,0,-1,0,8,-3,-3,-33,-23
1,1,10444,1,0,3,0,3,3,-8,67,-9
1,0,-4271,-1,-1,-2,0,19,5,6,-45,-7
0,0,-18279,-2,0,-1,0,33,-9,3,-20,-31
1,1,-1111,-1,0,1,0,-3,0,0,52,-5
1,1,7640,1,0,-1,0,-8,0,5,50,44
1,1,251,2,-1,0,0,12,3,1,17,18
1,1,6060,0,0,0,0,10,4,-1,3,8
1,1,3315,0,0,1,0,-130,-1,-5,-51,20
1,0,5283,-1,0,0,0,65,2,3,21,-20
0,0,-3852,-1,0,0,0,0,3,5,-27,8
0,1,10579,0,0,-1,0,0,-3,-4,2,44
0,0,2419,1,0,0,0,-12,-2,-2,21,-4
0,1,8454,2,0,0,0,-4,-3,-8,41,24
0,1,-10069,1,0,-1,0,-8,2,10,-54,-16
0,0,1428,0,1,-3,0,26,-1,6,-38,5
1,1,27197,2,0,4,0,-8,3,-13,68,34
0,0,-10342,2,0,-1,0,-2,1,2,-55,-8
1,1,-5065,-1,-1,0,0,-3,-2,4,4,-8
1,1,7428,-2,0,1,0,7,0,-2,12,28
1,1,3364,-2,0,0,0,5,-4,-3,44,-13
1,0,-730,0,0,0,0,16,0,2,-2,-3
1,1,16110,1,0,1,0,66,-2,-4,21,10
0,1,6370,2,0,0,0,8,-3,3,-53,4
0,0,-6044,1,0,-3,0,-3,-2,6,-91,-20
1,1,2613,-2,0,-1,0,73,2,5,-53,-5
1,0,-2371,0,-1,0,0,-8,0,8,-4,-31
1,1,2163,-1,0,0,0,145,4,0,20,-4
1,1,8793,2,1,1,0,11,4,-7,59,20
0,0,-2773,0,0,-2,0,-101,-6,-1,-53,13
0,0,1423,2,0,-4,0,-6,-1,3,28,-4
0,1,-6631,-1,0,1,0,63,0,-2,-24,-24
1,0,-5442,-2,-1,-1,0,-61,4,5,-57,-40
1,1,1365,2,0,1,0,-112,4,-4,-5,-2
1,0,-6341,0,0,1,0,7,0,4,-24,-7
0,0,-3300,0,0,0,0,0,-1,3,-53,24
1,1,1978,1,1,-1,0,3,0,-3,-6,-18
0,1,4204,2,-1,1,0,3,3,0,-4,-12
0,0,-10102,-2,0,2,0,240,1,-4,-17,41
1,0,-4246,1,0,2,0,-4,-5,-13,5,16
1,1,143,-1,0,0,0,-13,0,-2,40,22
1,0,12897,-1,-1,1,0,10,2,-7,-5,-5
1,0,-2640,0,-1,0,0,47,-1,3,-37,15
0,1,10858,1,1,-1,0,7,-2,-4,39,16
0,1,3663,1,0,1,0,52,-2,3,-8,-10
1,0,-4849,0,0,-1,0,2,3,5,-1,-48
1,1,7953,1,0,-1,0,0,-2,6,5,46
1,1,1067,1,0,2,0,0,-3,-4,14,24
0,0,7363,1,0,-1,0,32,-1,1,-57,9
0,0,2183,0,1,0,0,2,-4,-1,0,-32
0,0,-11114,2,-1,-3,0,-344,1,9,-34,-23
1,1,-6856,-2,0,0,0,-125,-1,-1,32,12
0,1,556,1,0,0,0,-294,-1,-3,87,-8
0,0,-3958,-1,-1,-1,0,2,5,8,-8,16
1,0,13272,-1,1,2,0,9,2,-2,35,-6
0,1,-2835,0,0,0,0,-4,-5,-4,57,-5
1,0,-3491,0,0,0,0,-14,-4,-1,31,-31
1,0,-239,-1,-1,-1,0,12,4,4,-33,-5
0,1,3319,0,0,1,0,0,-2,-3,-2,36
0,0,2161,1,0,0,0,9,2,2,-47,-22
1,1,10411,1,0,-1,0,-3,1,2,74,3
1,1,10508,2,0,0,0,2,-2,-1,36,14
0,0,3286,0,1,-1,0,-42,3,6,-26,36
1,1,1427,2,0,0,0,9,2,-5,-4,-19
1,1,13933,2,0,2,0,7,1,0,60,4
1,1,-5852,-2,-1,-1,0,18,2,5,-5,6
0,0,-14373,-2,0,-3,0,-118,-1,4,-32,4
1,1,4604,0,0,2,0,17,9,-3,59,0
1,0,9711,-2,0,2,0,-125,1,-8,102,-22
1,1,10439,-1,0,0,0,-2,5,-4,28,27
0,0,-2399,-1,0,0,0,-6,-5,7,-59,29
0,0,3563,-1,0,0,0,-35,-4,2,14,29
0,1,1774,1,0,-1,0,-18,-2,3,-19,-40
0,1,-3106,0,0,0,0,-129,-4,3,4,3
1,0,-7616,2,-1,-1,0,7,2,4,-32,-8
0,1,976,0,0,-1,0,7,-5,4,-6,12
0,0,2196,1,0,-1,0,58,3,5,73,14
1,1,-4950,-1,0,-2,0,21,2,3,-58,-5
1,1,14820,1,0,1,0,-5,4,-2,111,-4
0,0,-6597,1,0,0,0,3,0,7,-20,2
1,1,1879,-1,0,0,0,-15,1,-3,36,-40
0,0,-3171,1,0,1,0,-143,-5,0,-26,-41
1,1,8694,-2,0,1,0,-7,-3,4,25,19
0,0,-722,-1,1,-1,0,-1,1,-1,-7,-12
1,0,-6832,-2,0,-1,0,7,5,-3,24,0
1,1,-3079,-1,0,0,0,11,-2,1,7,17
1,0,-7998,-1,0,-2,0,-28,-2,7,-64,-37
1,1,-3041,-2,0,0,0,-2,-1,5,-1,16
0,0,-12216,-1,0,-2,0,-17,-3,3,-30,-9
1,1,5646,1,0,0,0,-9,-2,-1,-11,0
1,0,-3193,0,0,-1,0,-36,-4,4,1,9
0,1,6586,0,1,-3,0,4,2,-1,3,4
0,1,5983,-2,0,-1,0,16,-2,0,-40,10
0,1,-5126,2,-1,0,0,-5,2,2,2,-36
1,1,4097,2,0,3,0,49,-1,-12,74,16
0,1,-3152,0,0,0,0,-28,2,2,-39,18
1,1,5301,0,1,-1,0,4,3,0,11,0
0,1,8426,0,0,2,0,0,0,-4,34,10
1,1,9235,-2,0,0,0,7,1,-3,23,9
0,1,-2201,0,0,0,0,4,-1,0,9,-10
1,0,-5609,0,0,0,0,7,1,2,-23,-56
0,1,2148,-2,0,-1,0,-5,-4,-3,40,-12
0,1,7681,2,0,0,0,-8,-2,-4,-15,31
1,1,-257,2,1,0,0,3,0,-2,-42,10
0,0,1004,-2,0,-1,0,-5,2,4,-35,-24
1,0,-4029,-2,0,-1,0,9,0,2,47,0
1,0,2208,-2,-1,0,0,-3,-1,0,-51,-32
1,0,-8010,0,0,-2,0,-5,0,7,8,14
0,0,-879,1,0,-1,0,-54,4,6,-16,-5
1,0,-1538,1,0,0,0,27,4,-2,-5,-8
1,0,8920,-2,0,2,0,12,2,-5,131,-10
1,0,-3562,-2,0,1,0,13,-2,-1,53,-28
1,1,3497,-1,0,-1,0,-347,-3,4,4,-46
1,1,-4203,-1,0,0,0,-8,-2,3,14,-26
0,0,-12796,-1,1,-1,0,-1,0,5,-83,-16
1,0,2288,0,0,0,0,-103,-1,0,34,-15
1,0,6433,0,0,-2,0,2,0,4,-33,3
1,0,-10310,-1,0,-2,0,-9,-1,6,-76,-25
0,1,1377,1,0,-1,0,1,0,1,39,0
1,1,-516,2,0,-1,0,-12,-4,2,4,-26
0,0,-4991,0,-1,-2,0,10,-2,5,-34,-24
0,0,-3935,-2,0,0,0,3,-6,0,2,-60
0,0,1165,-1,0,1,0,-2,4,-3,21,23
1,0,409,0,0,0,0,-7,1,3,-23,0
0,1,8125,1,0,1,0,1,-1,-2,12,20
1,1,8411,-1,0,0,0,-2,1,-4,-4,34
1,1,4331,2,0,-2,0,7,-3,0,47,20
0,0,2744,1,0,-1,0,-11,-2,3,-67,-12
1,0,-12848,1,-1,-3,0,-3,-1,8,-72,2
0,0,1640,-2,0,0,0,0,2,4,11,-17
0,0,-3403,-2,0,-2,0,-243,-2,0,10,-27
1,0,-4491,1,0,0,0,-70,0,0,-6,2
0,1,1966,0,0,1,0,6,4,-3,19,6
1,0,-416,0,1,-1,0,-3,0,0,4,20
1,1,12728,-1,0,3,0,-16,3,-8,42,-14
1,1,11306,-1,0,0,0,-2,1,-7,72,1
0,1,39,0,0,0,0,0,4,-11,43,8
1,1,-7643,-1,0,2,0,1,4,-1,-13,-8
0,1,7476,1,0,-1,0,96,1,-2,-4,9
1,1,14670,1,0,0,0,-69,2,-9,96,-8
1,1,19079,2,0,3,0,25,1,-9,64,19
1,1,-5211,-1,0,0,0,24,2,2,-47,2
1,1,184,-1,0,1,0,-9,2,-5,15,-12
1,1,-7830,1,0,-1,0,6,1,1,-46,11
1,0,5610,-2,0,-2,0,2,1,1,-15,4
1,0,-9936,-2,0,-2,0,-110,0,2,-55,-10
1,0,-6046,-1,1,0,0,-5,-4,2,-5,-5
0,0,-7125,-1,0,-2,0,5,-2,5,-13,23
1,1,2093,0,0,0,0,-6,-2,-2,10,-20
1,1,6329,0,0,0,0,11,4,-5,0,-6
0,1,9156,-2,0,-1,0,31,-1,7,-9,-18
1,0,4295,2,0,-1,0,14,3,1,33,29
1,1,12126,-1,0,1,0,-6,2,-2,43,25
1,0,1913,0,0,1,0,107,-6,-2,29,-38
1,1,-8245,-2,0,0,0,-22,-2,-2,-29,27
1,1,-7176,-1,0,-3,0,19,-9,3,-38,-16
0,0,3609,1,1,-1,0,7,7,3,-42,5
0,0,1581,-2,0,0,0,-15,-2,3,-86,-33
0,0,-7164,2,0,-1,0,37,4,3,-30,-28
1,0,-5337,-1,-1,-1,0,117,0,6,17,-31
1,1,-7196,-1,0,-1,0,-24,-3,2,-18,13
0,0,263,-1,0,0,0,-60,3,4,-43,8
1,0,-2758,-1,-1,-1,0,-166,0,-1,31,-28
1,0,-6221,-1,0,-1,0,7,1,-4,32,4
0,1,-1043,-1,0,2,0,-17,2,-2,-7,12
1,1,326,1,0,-3,0,7,1,5,-30,-4
0,0,-1734,2,0,0,0,-28,-6,2,29,18
0,0,-3344,1,0,1,0,-4,-7,-4,-24,24
1,0,-9598,-2,0,-4,0,-5,-4,7,-53,-31
0,0,-1972,2,0,0,0,-16,-11,3,-36,38
0,1,-1844,0,0,2,0,-4,6,-6,32,13
0,1,1915,-2,1,0,0,1,0,-2,38,-16
1,1,-688,-1,0,0,0,4,2,-1,57,0
0,0,-3763,-1,0,0,0,5,-2,4,11,11
0,0,-3812,0,0,-1,0,203,1,-2,26,-20
1,1,11466,-1,0,0,0,-7,0,-10,97,-20
0,0,-4509,-2,0,-1,0,-200,-3,7,-14,-5
1,0,5266,1,0,-2,0,1,-2,2,-3,-12
1,1,-2593,0,0,0,0,3,1,-3,-15,0
1,1,8399,2,0,1,0,-1,-3,-3,73,31
0,1,-2399,0,0,0,0,32,-2,2,2,8
0,1,8875,2,1,2,0,4,-1,-2,39,24
1,0,-3897,-1,0,-1,0,100,-3,6,-111,-3
1,1,13707,1,0,2,0,-4,-3,-10,42,10
0,1,-3927,0,1,0,0,0,-4,-1,-7,3
0,0,-8621,-1,0,-3,0,-2,-4,6,-87,10
1,1,963,-1,0,-1,0,7,-2,5,-24,-8
0,1,1232,2,0,-1,0,8,5,3,1,13
1,0,-9747,0,0,-2,0,-20,-1,3,-53,-49
0,0,-4795,0,1,-2,0,32,6,1,-32,-39
0,0,-13100,0,0,-3,0,-3,-8,6,-39,1
1,1,8938,-1,0,-2,0,-24,1,3,-51,-4
0,0,-7858,-2,0,-3,0,-4,-7,7,-73,16
0,1,3217,2,1,1,0,-69,-1,5,51,9
1,0,-12426,-2,0,-2,0,-88,8,5,-7,-4
1,1,10682,0,0,0,0,-11,-2,-3,57,20
1,0,13647,0,1,1,0,13,4,-1,78,22
1,1,3275,2,0,1,0,25,7,-5,72,4
0,0,-18744,-2,0,-2,0,-74,-3,5,-38,-3
0,0,-5077,0,0,-1,0,-71,2,0,31,-16
1,0,-6802,-1,0,0,0,3,-3,4,-20,24
1,1,4411,2,1,1,0,3,0,-13,54,18
0,0,10213,-2,0,0,0,-1,-1,-2,-40,13
0,0,-3624,-2,0,0,0,-4,0,3,-38,-20
0,0,-12469,-2,0,-2,0,27,-3,6,-33,3
0,0,5533,0,0,0,0,-6,-2,2,22,-48
1,0,-3029,-2,0,0,0,-4,0,2,1,-16
1,1,2488,1,0,-1,0,-71,-3,6,42,-5
0,0,537,-1,0,1,0,-66,-4,3,34,36
1,1,11225,2,0,0,0,92,-3,-5,8,36
1,1,3337,1,1,3,0,9,4,-2,15,32
1,1,9349,-1,0,-2,0,-17,0,-5,32,55
1,0,-46,2,0,-3,0,-3,-2,-4,-2,4
1,0,-9320,-2,0,-1,0,4,-2,5,5,-31
0,1,7794,-2,1,2,0,-7,-5,-5,12,-4
0,0,-15886,-1,-1,-3,0,-3,-1,5,9,-16
0,0,-8621,1,0,-1,0,0,-2,3,-79,21
0,0,-1525,-1,0,2,0,3,1,-8,3,-16
0,0,3395,0,0,-1,0,96,2,-5,-5,-1
1,1,3256,-2,0,-3,0,-26,5,6,-9,-13
0,0,-3675,-1,0,-1,0,19,2,2,-23,-4
1,0,-1357,-2,-1,-1,0,0,1,4,103,0
1,1,12889,0,0,1,0,6,5,4,14,29
1,1,10189,-1,0,1,0,26,-1,-6,62,2
0,1,-4276,-2,0,-2,0,0,-3,5,-80,-36
1,0,-4614,2,0,-1,0,-1,2,6,-9,24
1,0,-4557,-2,0,-1,0,-8,3,3,-13,-37
1,0,4213,2,0,1,0,17,-2,-5,76,-17
0,0,-12305,0,0,-1,0,-9,-2,6,-71,-27
0,0,-5104,2,-1,-1,0,2,3,2,38,-12
1,1,2429,-2,0,0,0,-34,-1,1,24,-16
1,0,-8008,-1,0,-1,0,-9,2,4,-27,-38
0,0,-11343,0,-1,-2,0,-4,-1,4,-61,-21
1,1,9952,0,1,-2,0,0,-1,3,2,-7
1,1,2214,1,0,0,0,-25,1,0,10,23
0,1,-3762,0,0,0,0,6,2,3,-9,24
1,0,-2824,-2,0,-3,0,-30,1,3,13,28
1,0,3533,0,0,0,0,1,2,-2,4,0
0,0,-15016,-2,0,-2,0,4,0,9,-91,-58
1,1,11820,-2,1,4,0,-1,4,-11,123,8
0,1,11110,-1,1,2,0,-26,1,-10,46,0
0,0,-8438,0,0,-1,0,-5,5,0,-46,14
1,1,3538,1,1,0,0,0,2,-1,-31,3
1,1,9551,1,0,1,0,1,-2,-3,66,19
0,0,-4744,-2,1,0,0,4,0,4,-23,-4
1,1,1424,0,0,-1,0,6,9,-5,47,-14
1,1,-882,-2,0,-2,0,-1,-2,6,-15,-7
0,0,-7216,0,-1,-1,0,-14,1,5,-16,-39
1,1,14780,-2,0,-2,0,50,5,-3,-13,-12
1,1,-475,-1,0,-1,0,8,-1,-5,45,12
1,0,-1814,2,1,1,0,-23,3,-5,-6,11
1,0,-973,0,1,0,0,-2,-2,-2,-24,-1
0,0,-1275,2,0,0,0,-5,0,-3,15,4
1,1,10601,2,0,1,0,4,2,-1,-16,28
0,1,-862,-1,0,0,0,12,1,4,-26,-10
0,0,-7954,-1,0,0,0,4,-2,5,-6,4
1,0,10329,-2,0,0,0,-101,1,4,0,-43
0,1,728,0,0,0,0,-10,4,8,8,15
1,1,9239,2,0,1,0,-20,-1,-2,35,5
0,0,3071,2,-1,1,0,9,-4,-1,31,8
0,0,-14161,0,-1,-1,0,-1,0,4,2,-40
0,1,-904,0,0,-1,0,8,-4,0,17,4
0,1,-2330,1,0,1,0,-297,-3,-1,60,48
0,0,-4066,0,-1,-1,0,40,-3,4,-88,-16
1,1,12408,-1,0,-1,0,43,1,-9,-33,29
0,0,-3731,1,0,0,0,10,3,-1,-31,32
0,1,2966,0,0,2,0,295,2,-3,-19,-15
0,1,8356,0,0,2,0,101,1,1,7,-25
0,0,-2974,-2,0,-1,0,-6,-1,0,8,-24
1,0,4600,2,0,-2,0,20,4,1,28,7
1,0,3088,2,0,-1,0,4,2,0,22,-32
1,1,3943,-2,-1,2,0,-17,-2,-3,64,-4
0,0,-11025,0,0,-1,0,50,-2,7,-40,-3
1,0,1746,-2,0,-3,0,-24,-2,5,-55,-16
0,0,508,-1,-1,1,0,-2,-1,-1,-3,12
1,1,-4469,0,0,-1,0,-123,-2,0,-2,17
1,1,-8677,0,-1,-1,0,80,-1,5,-51,-4
0,0,4167,2,0,0,0,-13,1,-1,14,-5
1,0,-7769,0,0,-2,0,202,1,5,-47,-37
1,0,-7116,0,1,-4,0,2,-3,3,-48,-4
0,0,5589,0,0,1,0,-6,-4,-1,32,8
0,0,-7920,-1,0,-2,0,49,0,2,-34,41
0,0,-1749,-1,-1,-2,0,17,6,5,-57,-57
1,0,1416,-2,0,-1,0,1,-3,7,-37,-20
0,0,-2971,0,0,0,0,-3,-2,4,-4,-8
1,0,-14702,1,0,-1,0,2,2,2,-45,2
0,0,2310,0,0,-1,0,-3,-2,-1,-26,20
0,0,-6759,-2,0,-1,0,-147,2,2,20,-29
1,1,3453,0,0,-2,0,1,0,-6,11,-7
0,1,2860,2,0,0,0,2,1,0,12,-15
0,0,1487,-1,0,-1,0,3,2,4,-7,-39
0,1,394,0,0,2,0,-2,7,-3,45,16
0,1,2940,-2,0,0,0,4,-2,-4,52,-31
1,1,17048,0,0,1,0,13,7,-3,49,-12
1,1,14329,1,0,0,0,-25,3,-4,11,16
0,1,1453,-1,0,1,0,-7,0,-2,-15,-8
1,1,-2555,2,0,0,0,-8,4,-4,-3,-4
1,0,289,0,0,0,0,5,4,5,-27,31
0,1,-10571,-2,0,1,0,25,2,-1,-17,-12
1,1,-1674,1,0,0,0,-198,-1,4,103,12
1,1,6517,0,0,3,0,2,-1,-5,34,55
0,0,1792,-2,0,-1,0,6,-1,9,-28,-20
1,0,-7792,0,0,1,0,-9,-2,5,-21,20
1,0,-3912,1,-1,-1,0,183,-6,3,23,12
0,1,4304,1,1,0,0,2,4,-6,11,11
0,0,-12672,-2,0,-1,0,-38,-1,7,-78,-4
0,0,-14288,-2,0,-2,0,-13,-5,7,-67,-17
0,0,-2106,0,0,-1,0,-15,-3,1,-8,20
0,1,2386,0,0,-1,0,-35,3,1,32,-4
0,1,-180,0,0,0,0,-1,-2,-3,38,16
1,1,1585,-1,0,1,0,1,-2,-4,36,0
1,1,11099,2,1,2,0,-7,0,0,66,62
1,0,4894,2,1,1,0,-79,-3,0,68,0
1,0,-2302,0,0,1,0,-64,1,-4,69,22
1,1,3453,-2,0,1,0,-4,0,0,-18,-44
1,1,5631,0,0,0,0,-5,0,-1,-10,6
1,0,-7125,0,0,0,0,-9,-3,5,-76,-40
1,0,-2785,-2,0,0,0,10,1,-2,53,4
1,1,16864,2,0,2,0,8,-3,-9,80,0
0,1,7927,0,0,1,0,-127,-2,-7,24,0
1,0,-1810,-2,0,-3,0,18,1,7,-30,-7
1,0,-7239,-2,0,-1,0,3,2,3,20,16
0,0,1919,0,-1,-2,0,180,2,1,-11,4
0,1,5180,0,0,1,0,-50,0,-3,29,8
0,1,5968,-2,0,3,0,42,0,-11,95,8
0,0,-10555,-1,0,-1,0,-9,-2,1,8,14
0,1,-7285,0,0,1,0,6,-1,1,2,44
1,1,6474,2,1,-1,0,243,-4,-1,38,3
0,0,-19762,-1,-1,-1,0,-65,-3,7,-37,-16
0,1,1398,0,0,0,0,-28,-1,4,21,4
0,1,-675,0,0,-2,0,16,0,5,-21,11
1,1,-7247,-1,0,0,0,32,1,3,-59,4
1,0,-12472,0,0,-1,0,8,3,0,-56,-4
1,1,-12080,1,0,-3,0,8,-1,4,-49,-11
1,0,3317,1,0,0,0,-7,1,2,17,18
1,1,1960,0,0,1,0,8,6,-1,72,-32
1,1,11503,2,0,1,0,11,2,-9,60,-3
0,0,-6067,0,1,-1,0,30,3,3,-77,3
0,0,5700,-2,0,0,0,57,1,-1,41,5
1,0,-11348,-2,1,1,0,-11,-1,2,-63,25
1,1,-1065,2,1,1,0,-65,-5,1,7,32
0,1,9116,0,1,0,0,-11,3,0,-25,16
1,0,-7869,-1,0,-2,0,-4,1,5,-1,-9
0,1,2545,0,1,2,0,0,-1,-4,-5,-24
0,0,-5053,-1,0,-2,0,127,-6,10,-39,-20
1,0,7729,-1,0,-2,0,-33,3,-7,-34,0
1,0,-12495,-2,0,-5,0,33,-1,3,-28,-53
1,0,-1658,-1,1,1,0,108,0,-12,-18,44
0,0,-4636,0,0,0,0,-3,-1,-1,17,-35
0,1,-75,0,0,0,0,-17,3,3,-9,-32
1,0,-6242,-2,0,-1,0,-1,0,6,-8,-37
1,1,5896,2,0,0,0,18,-3,-3,-43,-4
1,1,-5996,2,-1,0,0,-4,3,1,-1,-3
0,0,376,-2,0,0,0,-7,-4,3,17,-54
0,0,3338,0,0,0,0,-3,-8,2,0,1
0,1,583,-2,0,1,0,6,2,-2,81,18
0,0,-15355,0,-1,-2,0,-2,0,5,-39,-12
