blueTeamFirstBlood,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,1,4592,2162,6472,8,1,0,0,0,-6,3,-5,-25,26
1,0,-3926,-2045,-5803,-8,-2,0,0,0,-4,3,3,16,-5
0,0,-9498,-3718,-17697,-21,-1,0,-1,0,11,1,2,-5,2
0,1,-277,-265,287,0,2,1,0,0,-4,-3,0,29,-15
0,1,103,538,3753,0,0,0,-1,0,-6,-1,0,5,16
1,0,2453,132,1271,0,-1,0,-1,0,6,4,-4,44,7
1,0,-1657,-858,-4032,-3,1,0,0,0,-8,0,3,14,4
0,1,-4726,-3951,-4311,-7,-2,1,-1,0,109,-4,1,-51,-8
0,1,2004,1562,11059,1,1,0,1,0,2,-2,-5,25,4
1,1,469,383,2433,2,-2,1,-1,0,-3,4,1,17,16
0,1,2602,3882,7770,9,-1,0,-1,0,0,1,-3,-21,14
0,1,3489,810,6168,5,0,0,-2,0,131,4,2,10,0
1,0,-1308,-1186,-5308,-3,1,0,-1,0,-5,-1,2,-40,0
1,1,2396,798,3029,3,0,0,-1,0,-66,2,3,35,-28
1,0,324,672,-148,4,2,0,0,0,18,2,3,-32,0
1,1,27,330,2713,1,-1,0,-1,0,-3,-4,-2,-41,-16
0,1,-583,-645,-7936,-1,0,0,1,0,12,2,-1,10,-9
1,1,-937,-2842,4446,-2,1,1,0,0,-7,-4,0,-41,-12
0,1,2281,3147,517,4,-2,0,0,0,9,0,-2,16,5
0,0,-1867,-1104,-6275,-7,-2,0,0,0,-9,-3,1,6,19
1,0,2966,2739,-3411,0,-1,1,2,0,1,-4,-1,24,28
0,0,-2731,-1665,-5457,-7,-2,0,0,0,-4,-1,3,39,18
1,1,3919,2642,7891,7,2,0,2,0,198,4,-3,14,8
0,1,917,3286,1650,0,-2,1,0,0,10,-1,-4,59,20
1,1,2961,1496,2292,7,-2,0,0,0,5,2,-2,6,-8
1,0,-1430,-2691,-2394,-3,-2,0,0,0,2,1,3,-21,-13
0,1,-617,2710,2494,0,-1,0,0,0,23,-2,3,-29,32
0,0,-4171,-4884,-4888,-8,-2,0,-1,0,-6,-1,3,-39,-32
1,1,-2707,-2859,-2288,-6,-2,0,-1,0,-47,-5,1,-14,-8
1,1,9887,5830,5108,12,0,0,-1,0,7,-3,-1,125,-2
0,0,-3842,-4268,-8657,-5,1,0,-1,0,-4,1,2,-79,20
1,1,2356,660,9597,3,1,0,1,0,-24,2,-5,-7,14
1,1,8237,4163,11772,10,1,0,-2,0,-36,1,-2,101,20
1,1,3874,1788,-1571,5,-2,0,-1,0,12,3,-4,16,0
1,0,-3771,-3163,-2579,-1,-2,0,-3,0,-35,0,7,-64,-24
0,0,1599,2127,-1016,2,2,0,1,0,-7,3,-1,2,31
0,1,-1004,-379,-7800,-1,0,0,0,0,6,4,-1,-2,-3
0,1,7821,5152,14871,8,-1,0,3,0,3,-2,-10,39,24
1,1,-2305,-3752,-6130,-6,0,-1,0,0,0,0,-2,-44,-19
1,1,9517,5085,17118,12,-2,0,1,0,12,-1,-4,98,-23
1,0,-595,1047,-4299,-2,-1,0,0,0,-3,0,3,-3,30
0,1,3762,3422,11156,8,0,0,1,0,3,3,0,23,22
1,0,-1747,-1591,-682,-1,1,0,-1,0,-3,-1,4,-5,-36
1,0,-1713,-1244,-4664,-4,0,-1,-1,0,-73,0,3,-9,-8
1,0,-849,-3196,-1074,-4,-1,0,0,0,1,3,4,58,-40
1,1,1496,841,-682,0,0,0,0,0,-2,-2,0,31,8
0,0,-1634,-930,-654,0,0,0,0,0,-15,3,1,-37,-5
1,1,1345,-38,-8000,-2,0,0,2,0,14,5,-4,58,2
0,0,-5052,-1937,-9841,-7,0,0,-4,0,-12,-1,7,-46,-8
1,1,7504,5393,10647,13,2,0,2,0,14,1,-10,38,7
0,1,-3921,-2857,3535,-9,1,0,-1,0,8,1,3,-17,8
0,0,-5889,-4294,851,-7,-1,-1,-2,0,-2,0,4,-92,-14
1,1,1992,1529,6619,-3,2,0,2,0,-6,-4,-7,30,-21
1,1,5476,5548,6587,8,1,1,1,0,-1,-1,-5,38,9
1,0,-1286,-968,838,-4,0,0,0,0,-6,-3,-4,0,-10
1,1,11155,8667,4995,9,1,1,3,1,15,1,-2,116,55
0,0,1535,-703,643,-5,-1,-1,2,0,-156,-1,-4,18,25
0,0,-1310,-2004,1559,0,2,1,0,0,4,4,4,-90,12
0,0,-5451,-4907,-1278,-9,-2,0,-2,0,-18,-2,3,2,-55
1,0,3688,993,320,6,0,0,2,0,10,0,-4,4,-19
0,0,-3040,-3144,-12371,-14,2,0,-1,0,7,2,-1,30,-38
0,1,961,2293,2176,0,-1,0,-1,0,-2,0,2,-8,23
0,1,7879,5885,11344,6,0,1,2,0,-68,0,-6,61,76
1,0,-4690,-3540,-7813,-4,-2,0,-1,0,-6,3,5,-10,-91
1,0,1055,882,4030,1,1,0,0,0,15,2,0,41,8
1,1,2792,909,478,3,0,0,-2,0,-55,-2,-2,51,0
0,1,7939,4757,10432,10,2,0,2,0,48,-2,2,60,9
1,1,-370,-1565,-4400,2,-1,0,0,0,-6,-1,1,-59,-15
0,0,-5945,-2387,-1378,-11,-1,1,-2,0,-53,-2,4,-21,0
0,0,-6480,-4483,-8988,-6,-1,0,-2,0,-277,0,7,-108,-7
1,1,-623,510,-4825,-1,1,0,0,0,-8,-5,3,16,-16
0,1,-2959,398,-4224,-1,2,0,-1,0,2,2,7,-12,-3
1,1,-3096,-863,-10584,-3,2,-1,0,0,-11,-2,7,-3,-28
0,0,-11141,-9626,-22631,-21,-1,-1,-3,0,8,1,8,-116,1
1,0,-2993,-1667,2832,2,-1,0,-2,0,5,4,7,-26,-21
0,0,-2159,-2572,-8892,-2,-1,0,-1,0,-3,1,0,-35,-25
0,1,792,-1051,8121,4,0,0,0,0,8,6,1,-10,-12
1,0,-3064,-3594,-4743,-6,-1,-1,-1,0,8,-2,2,1,-8
1,0,-3479,-3634,-11652,-3,0,0,-1,0,3,3,-4,-38,-35
1,1,-45,-1454,-4643,3,1,0,-1,0,9,8,5,25,-19
1,1,820,474,4266,3,2,0,0,0,-4,-5,0,81,-36
0,0,-640,-111,-9400,-2,-2,0,-1,0,-12,-4,-3,22,-12
1,0,-8345,-4936,-13272,-10,-2,-1,-2,0,-129,2,7,-53,-4
1,1,3819,3254,8356,8,1,1,0,0,10,3,3,48,16
1,0,-3059,-3319,-8084,-1,-2,0,-2,0,-15,-2,6,-88,-33
1,0,-267,767,-5866,-1,0,0,1,0,57,2,-2,36,-24
1,1,466,2302,8551,0,1,0,0,0,-3,-5,5,33,23
0,0,1328,208,-3380,-2,0,0,1,0,-122,-3,-1,-4,9
1,1,1115,1112,1403,3,-2,1,0,0,-72,-2,1,-10,15
0,0,-2179,-2643,-6354,-1,0,0,0,0,-1,1,0,-85,15
0,1,3717,5784,-2029,4,0,0,-1,0,-240,-4,0,22,34
1,1,4315,2577,14584,6,2,0,-2,0,7,5,0,49,12
1,1,7212,5427,15589,12,1,0,1,0,-77,-1,0,55,19
0,0,1181,713,1561,6,0,0,0,0,-26,4,0,-13,4
1,0,2554,2962,14369,8,1,0,-1,0,10,0,-5,25,3
1,1,4553,2826,13435,7,0,0,0,0,1,2,-5,-14,-4
0,0,-2677,1461,-3764,-6,0,0,0,0,-2,6,1,23,37
1,1,3656,2845,10430,7,2,0,-2,0,3,0,4,29,5
0,1,2680,1904,1145,0,1,1,1,0,122,0,-8,60,-12
1,0,-4011,-2658,-12401,-1,-2,0,-2,0,7,4,4,-37,-25
0,1,1010,1526,9085,1,1,0,0,0,7,-1,-7,16,-16
0,0,-5371,-2155,-2737,-13,-1,0,-1,0,-24,-1,0,46,-12
0,0,-6074,-3925,-5931,-9,-2,0,-2,0,-7,-2,6,-82,0
0,1,175,2302,5118,1,2,0,-1,0,-71,0,3,29,5
0,0,-2,559,-5965,3,0,0,-1,0,-1,1,5,-14,-4
1,1,5287,2886,10304,8,-2,0,2,0,-70,-2,1,5,-2
0,0,213,-683,8016,0,0,0,0,0,-1,1,1,-3,-42
0,0,2003,1499,343,2,-2,0,0,0,-4,3,-6,6,0
0,0,-9203,-4602,-22627,-14,-2,0,-2,0,7,3,8,-60,-4
0,1,-1744,-1209,1473,2,0,0,-1,0,0,1,-3,-27,8
1,1,906,609,657,0,0,0,0,0,2,-3,0,20,19
0,1,-7302,-4228,-9117,-12,-2,0,-1,0,-15,2,4,-21,-26
0,1,-2653,1325,-983,-1,2,1,-1,0,-5,1,4,20,-18
1,0,-1277,-2440,-4501,-2,0,0,0,0,29,-1,1,-25,-4
0,1,870,1120,4336,3,2,0,1,0,-88,1,0,20,10
1,0,-5561,-4709,-5202,-12,0,-1,0,0,-4,-2,5,-48,-3
1,1,2173,1534,-866,7,-1,0,1,0,7,1,3,-51,14
1,1,1842,339,3637,4,-2,0,0,0,-10,-1,5,-54,32
0,1,1676,2220,2746,3,2,0,1,0,0,-1,4,25,-11
1,0,234,-875,-1921,5,0,0,0,0,5,1,6,-36,-11
1,0,-838,533,-4816,0,-2,0,-1,0,7,4,4,-37,0
1,1,2859,1850,8483,4,-1,0,0,0,3,0,4,12,18
1,1,2402,3721,5185,7,0,0,-1,0,6,3,-3,-9,28
0,1,-238,1050,4747,4,0,0,-1,0,-25,-4,3,-9,0
0,1,1521,-146,5719,3,0,0,-1,0,-143,-2,-2,55,-21
1,0,3453,1098,-924,4,1,0,1,0,-8,-2,2,-6,9
1,1,6031,3515,11729,11,-1,0,-1,0,-40,3,-9,32,-1
0,1,-1442,-1905,182,-5,1,0,-1,0,-223,0,5,17,20
0,0,-10608,-7150,-7086,-13,1,0,-4,0,5,2,8,-137,3
0,1,837,2057,-424,4,0,0,0,0,-5,-1,4,-19,16
0,1,-1790,-1659,-7025,-1,2,1,0,0,-1,0,0,-28,-36
0,0,170,-282,7018,3,-2,0,-1,0,-3,-2,3,-14,-28
0,0,-405,455,-6887,0,0,-1,-2,0,-9,-4,5,-21,-29
1,1,6535,1729,7334,13,1,0,1,0,0,0,-5,39,-36
1,1,-5541,-3776,-6222,-5,1,0,-2,0,-20,5,8,-54,-35
0,0,-2078,-1501,-5800,-2,0,-1,-1,0,96,4,5,13,-24
1,0,304,-1037,290,-4,-1,0,0,0,4,-2,5,7,23
1,1,2981,258,4089,2,2,0,2,0,-52,0,-7,24,4
0,0,-4229,-2013,-10128,-4,0,1,-1,0,11,5,4,-46,0
1,1,-1411,-1983,-1576,-5,-2,-1,0,0,-10,1,6,7,-4
1,1,-286,512,276,-2,0,0,0,0,-17,-1,-1,20,-10
0,0,-2720,-1682,-3178,-7,2,0,0,0,1,0,1,-38,-4
1,1,4522,3124,3143,1,0,0,0,0,-1,-3,-1,40,20
1,1,8541,5783,17191,13,2,0,2,0,4,8,-6,33,8
1,1,868,1360,7633,4,2,0,0,0,253,1,3,24,-11
0,1,3829,2823,-2356,4,1,0,2,0,30,0,-1,4,2
0,0,-4706,-3922,-9171,-8,-2,0,-2,0,-131,-3,5,-44,19
1,0,-5037,-4121,-10102,-8,0,0,-1,0,-2,1,1,-11,-3
0,1,-5435,-3782,-7503,-8,0,0,-1,0,146,3,3,-47,-6
0,0,717,-1565,124,-1,1,1,1,0,15,0,1,-10,4
0,1,7439,7532,12294,12,0,0,1,0,-5,-3,-2,65,8
0,0,-2072,860,-7056,-3,0,0,0,0,-23,-2,-2,-66,27
1,0,-4686,-2391,-2516,-7,0,-1,-2,0,15,-4,5,-3,-8
0,1,-1696,147,-8614,-4,-2,0,-1,0,-3,-1,-2,2,5
0,0,-1225,-2724,470,-7,2,0,0,0,-15,-1,4,26,-21
1,0,-5043,-3891,-4882,-8,0,0,0,0,5,1,3,-8,-38
1,0,4499,2065,12026,11,-1,0,2,0,114,4,-2,19,5
0,1,150,2127,786,-2,0,0,0,0,4,3,5,-6,-4
1,1,3933,1144,13247,10,1,0,0,0,-2,-5,-1,-35,32
0,0,-8517,-4962,-8386,-13,0,0,-1,0,13,0,3,-21,-54
1,1,587,1217,2781,-1,-1,0,0,0,-1,-3,3,4,-2
0,1,-1090,611,-3972,-3,-1,0,-1,0,-5,-2,4,-17,15
1,1,6259,1289,10603,8,-1,0,2,0,7,3,-4,46,25
0,0,-5729,-3119,-14849,-6,-2,-1,-2,0,-6,2,3,-47,-31
1,1,1430,1629,5817,0,0,0,-2,0,110,1,5,39,38
1,1,7286,3586,10007,10,1,0,1,0,-293,5,-9,0,16
1,1,2711,3486,-7212,11,2,0,-3,0,2,-1,4,-41,0
1,1,3622,1939,8877,6,0,0,2,0,-1,-1,-3,72,-2
0,0,-3916,-975,-10032,-4,-2,0,-1,0,-2,3,4,29,18
0,1,4466,3072,9447,6,0,0,-1,0,13,1,3,5,27
1,1,81,919,-3155,1,0,0,0,0,-2,-3,2,26,-8
0,0,-3362,-2484,-6765,-15,-1,0,-2,0,10,-1,0,45,-9
1,0,-856,-2381,1084,1,0,0,-2,0,-13,-6,2,-27,-3
1,0,-1875,775,-6391,0,-2,-1,-1,0,0,-2,5,-25,3
1,0,1940,557,-6873,0,1,-1,1,0,7,1,-4,45,5
0,0,-3615,-3214,-7366,-9,-2,0,-3,0,2,-3,4,-17,-8
1,1,2417,2190,2359,4,1,-1,0,0,-6,-3,0,33,20
0,1,2632,1867,366,4,0,0,0,0,-33,3,3,-17,8
1,1,827,-59,-5768,5,0,-1,-4,0,144,2,-2,23,-15
1,1,160,1324,-3315,-1,0,0,-1,0,-7,-2,-2,117,-10
1,1,5399,3351,4982,7,1,0,0,0,-13,0,3,53,14
1,0,2110,-306,13398,2,-1,0,0,0,-11,2,-1,-3,-5
0,1,390,884,-864,5,1,0,-1,0,3,2,5,-46,1
0,0,-3369,-1208,-9446,-10,-2,-1,-1,0,-7,-3,-1,-18,12
0,0,-860,-2018,1080,-6,-2,1,1,0,-3,1,-4,13,-7
0,0,-3066,-2029,-2474,-8,-2,0,0,0,12,2,1,-35,-13
0,1,7792,5777,4458,2,2,0,4,0,-104,3,-15,122,27
1,1,9752,6196,14929,10,2,0,3,0,199,2,-14,71,21
0,0,-6810,-5481,-14225,-18,-2,0,-2,0,-124,-3,5,-9,-17
1,0,463,1941,-2153,4,1,0,-1,0,0,0,-2,-11,19
1,0,731,-264,-2632,-1,-2,0,-1,0,4,-2,-1,46,-14
0,0,-656,805,1014,5,2,0,-1,0,24,-3,4,-44,28
0,1,4773,4186,6616,10,-1,0,0,0,-1,1,-3,43,4
0,0,-2512,-701,-6330,-3,0,0,0,0,9,0,1,-37,15
1,1,-660,-529,-2107,-4,0,-1,1,0,4,0,-2,20,3
1,1,11431,8236,15519,20,2,0,2,0,5,2,-3,-17,7
0,0,3252,559,9317,6,-2,0,0,0,10,4,-4,7,-45
0,0,2154,-859,-2214,6,-2,0,-1,0,0,0,-2,-19,-16
1,1,6029,4650,8248,10,0,0,1,0,122,-1,-11,24,35
1,0,-3877,-3646,-7730,-3,0,0,-2,0,14,2,5,-46,-19
0,1,1232,215,-3516,3,0,0,1,0,-55,2,-4,-28,16
0,1,-1183,-1425,6843,-3,0,0,-2,0,1,1,2,36,-12
1,0,3196,2508,-5254,1,2,1,1,0,8,3,-1,58,-28
0,0,-13616,-7810,-19835,-24,0,0,-5,0,-16,2,8,-41,-17
1,0,-4016,-2171,1209,-6,0,0,1,0,51,-1,-1,-23,-20
0,0,-471,930,2080,-3,0,0,0,0,3,0,6,35,29
1,1,6884,4586,6823,13,-1,0,1,0,4,3,-4,18,-8
0,1,-2220,79,3388,-6,0,0,-1,0,-2,0,2,-43,31
0,0,335,-122,-5393,5,-1,0,1,0,-20,5,-3,3,22
0,0,-6949,-4411,-10413,-15,-1,0,-3,0,7,-2,4,-30,-6
1,1,5051,3192,4058,13,1,1,0,0,1,2,-1,-45,24
0,0,-2533,-1728,1976,-5,0,1,-1,0,-8,-4,2,-56,-12
0,1,-107,-185,-6003,-3,0,0,2,0,4,-2,-9,-36,-4
1,1,4105,107,8976,6,0,0,2,0,-3,2,-7,33,13
0,0,-386,1050,-939,3,1,0,-1,0,-12,-6,5,17,-7
0,0,-3675,-523,-984,-3,2,0,-1,0,-6,-2,4,-48,-24
0,0,-7129,-4470,-11855,-10,-2,0,-1,0,157,-1,2,-84,-23
0,0,-734,-1629,-70,-1,2,0,0,0,14,0,1,-41,10
1,1,5742,2998,14472,7,0,0,0,0,8,3,-4,52,8
1,1,2924,2295,2464,11,-2,0,0,0,-4,3,0,-14,-5
0,1,3554,3214,3671,6,0,1,-1,0,-13,-3,-2,53,17
1,0,314,585,7260,5,0,0,-1,0,-28,3,3,-28,-18
0,1,1907,4268,5648,6,-1,1,1,0,1,0,0,-1,37
1,1,2313,682,6095,3,0,0,1,0,-6,1,-3,32,-10
1,0,-1544,-1759,-6413,-2,0,0,-1,0,-4,0,8,-60,20
1,0,-274,-1834,-3902,-9,0,0,2,0,-2,-3,-1,-10,24
1,1,132,-1355,1546,5,2,0,-1,0,-4,-3,3,-59,-21
1,1,2568,-281,8128,3,2,0,0,0,-5,2,-4,-21,-2
0,1,-1630,614,-2016,0,2,0,-1,0,-18,2,4,-4,2
1,0,651,-1219,-100,2,2,0,-1,0,4,-1,1,22,-12
1,0,-2716,-1899,-2396,0,0,0,-3,0,-4,2,-1,-108,-8
1,1,2349,1444,9414,3,2,-1,0,0,110,1,-1,-9,37
0,0,-4609,-3053,-4173,-6,-2,0,-2,0,144,3,5,-57,5
1,1,3812,1378,6561,1,-1,1,2,0,-9,-1,-7,39,16
0,0,-8804,-6517,-6418,-12,0,-1,-2,0,21,3,9,-42,-16
1,1,5129,1224,7596,9,2,0,1,0,-4,2,-7,-2,13
1,1,-1920,-3551,-1385,-10,-2,0,-1,0,-5,-4,1,-4,-28
1,0,3536,-235,3942,8,-2,0,1,0,2,0,-4,-12,-16
0,0,3836,1758,2533,2,1,0,0,0,1,-3,-2,38,17
1,1,-1721,-470,1814,-3,-2,0,-1,0,11,3,6,38,8
1,0,-703,-2126,8709,-4,0,0,0,0,-3,0,-1,18,1
1,1,-1919,-611,-1478,-1,1,0,-1,0,30,1,5,-25,-16
1,1,-1194,-942,-8943,3,-2,0,-3,0,-15,3,6,-13,-45
1,1,-1120,-537,-619,2,0,0,0,0,4,0,4,-87,37
1,0,-354,-1985,-2315,0,0,-1,0,0,-4,1,2,-33,4
0,0,3184,1339,-1358,1,-2,0,0,0,-9,-3,1,65,-4
0,0,-4715,-3629,-6669,-10,0,0,-1,0,-66,1,-4,-49,1
0,0,-5462,-3571,-6076,-10,0,0,-1,0,-1,-4,2,-19,5
1,1,2942,2998,6958,7,-1,0,0,0,14,-4,-2,12,-9
0,0,-2160,-2545,551,-8,1,0,0,0,-64,-1,-1,-14,32
0,1,1206,989,-5474,3,-2,0,-1,0,-6,1,6,-5,-9
0,0,-146,-636,8027,-1,0,0,1,0,9,6,-2,33,-16
1,1,2382,2561,6855,6,0,0,0,0,7,2,-3,60,14
1,0,-5717,-3719,-5105,-1,-2,0,-3,0,8,1,8,-75,-29
1,1,-6187,-3797,-11086,-8,0,-1,-3,0,-4,1,5,-35,9
1,0,138,15,905,1,-1,0,-1,0,117,1,4,-12,6
1,0,-7296,-6581,-2487,-8,0,0,-2,0,-2,1,6,-36,-59
0,1,2820,3451,12692,5,-1,0,-1,0,-4,1,1,25,-11
1,1,4547,5296,8658,9,1,0,1,0,5,0,-9,32,6
1,1,901,1647,1724,2,-1,0,-3,0,-1,2,-4,17,0
1,1,4831,2327,8777,7,0,1,-1,0,4,0,-5,18,-8
0,0,-570,-318,-5433,-2,-1,0,1,0,-19,2,0,9,7
0,1,7601,3502,19185,12,1,1,1,0,13,2,-3,42,8
0,0,-4978,-3766,-10515,-12,-2,-1,0,0,0,-1,1,6,-12
1,0,1097,-655,-7224,3,2,0,0,0,-63,4,1,-20,-6
0,0,-802,-3382,2239,-3,-1,0,0,0,-73,2,-1,-54,0
1,0,4011,4300,6831,5,1,1,0,0,31,3,-7,53,24
1,1,7558,4196,8793,4,-2,0,2,0,5,0,-6,97,5
0,1,11466,8242,12983,14,2,0,4,0,-3,2,-10,107,25
1,1,3952,1479,1317,6,0,0,-1,0,1,1,-3,35,-1
0,1,1660,1703,1237,5,-1,0,0,0,-3,-4,-4,22,9
1,0,357,151,-5420,-9,0,0,1,0,-66,-1,-2,35,-14
1,0,-3463,-2827,-4179,-5,-2,0,0,0,80,-2,4,-35,-20
0,1,2396,1337,-1141,3,-1,0,2,0,4,3,3,-26,-9
1,1,-1901,-1876,-4991,-6,2,-1,0,0,13,0,-2,-19,-24
0,0,-5901,-4866,-9055,-12,-1,-1,-1,0,-37,-7,2,13,-15
0,1,-2403,-2468,-322,2,1,0,-2,0,-12,2,8,-86,-26
0,1,118,-329,-1242,3,1,0,-1,0,-1,2,2,-26,24
0,1,9079,3239,10661,12,2,0,3,0,-2,4,-6,43,-20
1,1,1455,-134,2134,-1,0,0,1,0,-4,-3,-3,17,5
1,0,1364,472,3246,-4,0,0,1,0,-384,-2,-7,35,13
1,1,1098,-161,6419,0,2,0,1,0,7,-1,2,12,-13
1,1,2647,1885,8275,1,-2,0,1,0,3,1,1,55,-25
0,0,-3932,-2827,-7018,-5,-1,0,0,0,196,1,3,-40,-34
0,1,-2811,-2251,-6523,-2,0,0,0,0,-7,-1,1,-50,4
1,0,1659,2217,1748,7,-2,1,-1,0,-10,2,2,-3,12
1,0,325,1580,2285,4,0,0,-1,0,-2,-3,7,2,32
1,1,1233,901,-1982,2,-1,0,1,0,-8,1,0,21,-20
1,0,7149,3689,17921,7,0,0,3,0,130,4,-6,51,24
0,0,-536,1787,236,-1,0,0,-1,0,4,0,3,-6,1
1,0,-1724,-2705,-2693,-11,-1,0,1,0,-5,-2,-3,8,4
1,1,5993,4420,5799,6,2,0,0,0,4,2,3,38,12
1,0,4350,2558,5537,10,-1,0,1,0,-14,4,0,-7,24
0,0,-6487,-5056,-2040,-4,-2,0,-3,0,-44,2,5,-114,-16
1,1,5900,2913,6529,7,2,0,2,0,6,3,-3,8,1
1,0,-5335,-2506,-13944,-8,0,0,-2,0,7,4,4,8,1
1,0,-1260,-1343,-3119,-4,0,1,0,0,1,0,-3,2,-12
1,0,-7702,-6727,-18627,-14,-1,0,-2,0,0,0,1,-93,-18
0,0,-1018,211,497,-3,-1,0,-1,0,0,0,3,26,3
0,1,3596,3827,14692,6,1,0,0,0,6,-2,1,11,19
1,0,-1333,-984,-3001,-1,1,0,0,0,18,-2,3,-71,15
0,0,-2865,-3088,6625,-6,-2,0,0,0,-1,-3,5,-5,-20
0,1,2104,-336,12857,5,2,0,0,0,9,5,-3,-32,-28
0,1,8836,6185,8793,15,1,0,3,0,52,2,-12,56,11
0,1,-513,410,6935,1,-1,0,0,0,3,-1,-3,16,-4
1,0,-1989,-230,-5422,1,-1,0,-2,0,-7,-1,8,-36,-16
1,1,5787,2260,13077,7,2,0,2,0,-3,1,-8,44,-18
1,1,993,-2499,-4238,3,0,0,0,0,91,0,-5,-33,-8
1,1,4951,3113,12889,10,0,0,1,0,-9,-6,2,23,40
1,1,-615,-386,-3892,-4,1,0,0,0,6,5,1,32,24
1,1,3837,2344,9978,3,0,1,1,0,-215,7,-2,24,12
0,1,149,33,-1619,-3,-1,0,0,0,27,4,0,28,13
0,0,-8690,-5998,-7592,-11,2,-1,-3,0,4,-2,9,-78,-23
1,0,-687,-1930,3380,-5,1,0,1,0,-94,-1,2,-26,-6
0,0,-2816,-1427,-9026,-2,-2,-1,-1,0,49,-3,7,-69,-9
0,1,-1297,361,-2899,-1,-2,0,-1,0,-10,2,-2,-9,-7
0,0,466,-276,-1282,1,-1,0,-1,0,-184,-6,2,26,-4
0,0,-5564,-4430,-10309,-7,-1,0,-1,0,-45,0,8,-99,4
0,1,2873,1107,-620,3,-1,0,0,0,-9,-1,-6,51,-17
0,0,-7408,-3762,-12327,-11,-1,0,-1,0,-164,-5,3,-39,20
1,1,1732,-2134,5395,1,0,1,1,0,3,1,-7,-12,14
1,1,-1667,-1951,-4004,0,1,0,-1,0,-3,4,3,-35,5
1,0,-6236,-5974,-6666,-9,0,0,-2,0,-5,0,7,-77,-6
0,0,-984,-1212,-5282,-2,0,0,0,0,-6,-1,-3,-23,29
1,1,1284,5,3732,2,1,0,0,0,5,2,-2,-37,12
0,1,262,1278,10221,2,0,0,0,0,8,4,1,15,1
1,1,3808,1148,11904,7,2,0,2,0,4,0,1,13,-28
1,1,-7024,-4953,-14215,-13,-1,-1,-2,0,-6,-3,6,-42,-25
1,1,5433,3452,5241,7,0,0,1,0,-3,0,-1,38,25
0,0,-2445,227,-1694,-4,2,-1,-1,0,-330,0,-2,30,-16
1,1,-979,487,1923,-3,2,0,0,0,-9,1,0,76,-23
1,0,-2821,-2023,-11027,-4,2,0,-1,0,37,-3,-2,-30,1
1,1,4619,1307,3325,6,2,0,2,0,3,0,-9,56,-48
0,1,-2019,429,-3270,-6,0,0,0,0,45,-4,5,-27,24
0,0,-2586,-3016,-4867,-2,1,0,-1,0,-4,-2,6,-20,-15
1,0,1684,1091,-1613,1,0,1,1,0,20,2,-2,-20,42
1,0,-1070,-32,-4285,3,1,0,-1,0,-1,2,4,-33,20
1,1,2930,-736,7446,3,2,0,-1,0,-35,1,2,-8,-10
1,0,547,-948,-448,0,2,0,0,0,-2,1,-2,-90,20
0,0,-5647,-2588,-7108,-10,0,0,-2,0,-2,10,5,-12,0
1,1,5203,1827,3459,12,0,0,-1,0,-4,-1,1,-27,9
1,0,3375,1225,4352,0,0,1,2,0,120,2,-8,29,16
1,1,6739,5213,11877,9,0,0,1,0,-13,0,1,20,32
1,0,3323,1825,4403,5,-2,1,0,0,-101,0,-5,-5,-7
1,0,-1847,-1690,-11543,-6,0,0,1,0,98,2,-3,-47,-16
0,0,-10979,-6223,-26428,-12,0,0,-4,0,-49,-1,8,-129,-19
1,1,2230,35,714,0,0,-1,3,0,15,-4,-4,-4,-6
0,1,834,482,-2233,0,2,0,2,0,2,-3,-9,-6,2
0,0,-3692,-1256,-9061,-7,-1,1,-2,0,-10,2,9,-6,-4
1,0,654,-1255,-9446,-3,-1,0,-1,0,-5,1,4,36,-10
0,1,-1430,-407,-1960,-3,1,0,-1,0,-3,-2,0,39,-6
1,1,1448,502,4782,4,1,0,0,0,13,-2,-1,9,-7
1,1,-2429,-4386,2915,-6,0,0,1,0,-19,0,-2,-31,-2
1,0,-6422,-6152,-9331,-6,-1,0,-1,0,-5,4,6,-95,-63
0,0,-339,-3374,-7554,-4,2,0,0,0,-6,-3,-8,59,-29
1,0,3424,1586,6520,5,0,0,1,0,-10,-2,-4,23,8
1,0,-1312,-2861,-5560,-6,1,0,-2,0,-6,-3,2,21,-21
0,1,-1991,-773,2003,2,2,0,-1,0,-7,2,6,-69,15
1,1,-2428,-2723,-7098,-12,0,1,1,0,13,-4,-5,47,-25
0,1,-3453,-192,-16458,-5,0,0,-1,0,-35,-3,-1,-15,34
0,0,-1590,-337,795,-1,-1,-1,-1,0,8,2,5,-43,50
0,1,1280,786,4909,2,2,0,-1,0,-35,-2,2,46,-19
1,0,294,1193,431,-2,-1,1,0,0,-11,-7,-1,25,3
0,0,-3559,-3549,-6251,-10,0,1,0,0,4,1,0,-30,-20
0,0,-2244,-2342,-7254,-5,-1,0,0,0,-1,-1,-2,27,-20
0,0,-4002,226,-8405,-8,-1,0,-1,0,-6,-4,4,1,20
0,0,-11303,-7913,-17880,-19,0,-1,-3,0,-13,1,8,-76,-32
1,0,-3210,-2091,3511,-3,-1,1,-2,0,-16,-1,6,-24,19
1,0,802,825,1664,2,-1,1,-1,0,5,11,3,15,0
