blueTeamFirstBlood,blueWin,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
1,0,4213,-4,2,0,1,0,17,-2,-5,76,-17
0,0,-12305,-12,0,0,-1,0,-9,-2,6,-71,-27
0,0,-5104,-7,2,-1,-1,0,2,3,2,38,-12
1,1,2429,1,-2,0,0,0,-34,-1,1,24,-16
1,0,-8008,-3,-1,0,-1,0,-9,2,4,-27,-38
0,0,-11343,-7,0,-1,-2,0,-4,-1,4,-61,-21
1,1,9952,-1,0,1,-2,0,0,-1,3,2,-7
1,1,2214,5,1,0,0,0,-25,1,0,10,23
0,1,-3762,-1,0,0,0,0,6,2,3,-9,24
1,0,-2824,-2,-2,0,-3,0,-30,1,3,13,28
1,0,3533,2,0,0,0,0,1,2,-2,4,0
0,0,-15016,-9,-2,0,-2,0,4,0,9,-91,-58
1,1,11820,7,-2,1,4,0,-1,4,-11,123,8
0,1,11110,2,-1,1,2,0,-26,1,-10,46,0
0,0,-8438,0,0,0,-1,0,-5,5,0,-46,14
1,1,3538,2,1,1,0,0,0,2,-1,-31,3
1,1,9551,4,1,0,1,0,1,-2,-3,66,19
0,0,-4744,5,-2,1,0,0,4,0,4,-23,-4
1,1,1424,3,0,0,-1,0,6,9,-5,47,-14
1,1,-882,-3,-2,0,-2,0,-1,-2,6,-15,-7
0,0,-7216,-5,0,-1,-1,0,-14,1,5,-16,-39
1,1,14780,5,-2,0,-2,0,50,5,-3,-13,-12
1,1,-475,-3,-1,0,-1,0,8,-1,-5,45,12
1,0,-1814,1,2,1,1,0,-23,3,-5,-6,11
1,0,-973,-3,0,1,0,0,-2,-2,-2,-24,-1
0,0,-1275,-4,2,0,0,0,-5,0,-3,15,4
1,1,10601,8,2,0,1,0,4,2,-1,-16,28
0,1,-862,3,-1,0,0,0,12,1,4,-26,-10
0,0,-7954,-9,-1,0,0,0,4,-2,5,-6,4
1,0,10329,4,-2,0,0,0,-101,1,4,0,-43
0,1,728,2,0,0,0,0,-10,4,8,8,15
1,1,9239,6,2,0,1,0,-20,-1,-2,35,5
0,0,3071,-3,2,-1,1,0,9,-4,-1,31,8
0,0,-14161,-10,0,-1,-1,0,-1,0,4,2,-40
0,1,-904,-6,0,0,-1,0,8,-4,0,17,4
0,1,-2330,0,1,0,1,0,-297,-3,-1,60,48
0,0,-4066,-4,0,-1,-1,0,40,-3,4,-88,-16
1,1,12408,13,-1,0,-1,0,43,1,-9,-33,29
0,0,-3731,-7,1,0,0,0,10,3,-1,-31,32
0,1,2966,6,0,0,2,0,295,2,-3,-19,-15
0,1,8356,7,0,0,2,0,101,1,1,7,-25
0,0,-2974,-3,-2,0,-1,0,-6,-1,0,8,-24
1,0,4600,-8,2,0,-2,0,20,4,1,28,7
1,0,3088,1,2,0,-1,0,4,2,0,22,-32
1,1,3943,6,-2,-1,2,0,-17,-2,-3,64,-4
0,0,-11025,-18,0,0,-1,0,50,-2,7,-40,-3
1,0,1746,-4,-2,0,-3,0,-24,-2,5,-55,-16
0,0,508,-7,-1,-1,1,0,-2,-1,-1,-3,12
1,1,-4469,-7,0,0,-1,0,-123,-2,0,-2,17
1,1,-8677,-3,0,-1,-1,0,80,-1,5,-51,-4
0,0,4167,-4,2,0,0,0,-13,1,-1,14,-5
1,0,-7769,-3,0,0,-2,0,202,1,5,-47,-37
1,0,-7116,-4,0,1,-4,0,2,-3,3,-48,-4
0,0,5589,0,0,0,1,0,-6,-4,-1,32,8
0,0,-7920,-6,-1,0,-2,0,49,0,2,-34,41
0,0,-1749,-9,-1,-1,-2,0,17,6,5,-57,-57
1,0,1416,-8,-2,0,-1,0,1,-3,7,-37,-20
0,0,-2971,-4,0,0,0,0,-3,-2,4,-4,-8
1,0,-14702,-2,1,0,-1,0,2,2,2,-45,2
0,0,2310,-7,0,0,-1,0,-3,-2,-1,-26,20
0,0,-6759,-4,-2,0,-1,0,-147,2,2,20,-29
1,1,3453,3,0,0,-2,0,1,0,-6,11,-7
0,1,2860,4,2,0,0,0,2,1,0,12,-15
0,0,1487,4,-1,0,-1,0,3,2,4,-7,-39
0,1,394,9,0,0,2,0,-2,7,-3,45,16
0,1,2940,-1,-2,0,0,0,4,-2,-4,52,-31
1,1,17048,7,0,0,1,0,13,7,-3,49,-12
1,1,14329,12,1,0,0,0,-25,3,-4,11,16
0,1,1453,4,-1,0,1,0,-7,0,-2,-15,-8
1,1,-2555,-5,2,0,0,0,-8,4,-4,-3,-4
1,0,289,5,0,0,0,0,5,4,5,-27,31
0,1,-10571,-9,-2,0,1,0,25,2,-1,-17,-12
1,1,-1674,2,1,0,0,0,-198,-1,4,103,12
1,1,6517,8,0,0,3,0,2,-1,-5,34,55
0,0,1792,-4,-2,0,-1,0,6,-1,9,-28,-20
1,0,-7792,-10,0,0,1,0,-9,-2,5,-21,20
1,0,-3912,-7,1,-1,-1,0,183,-6,3,23,12
0,1,4304,8,1,1,0,0,2,4,-6,11,11
0,0,-12672,-9,-2,0,-1,0,-38,-1,7,-78,-4
0,0,-14288,-12,-2,0,-2,0,-13,-5,7,-67,-17
0,0,-2106,-1,0,0,-1,0,-15,-3,1,-8,20
0,1,2386,-1,0,0,-1,0,-35,3,1,32,-4
0,1,-180,-4,0,0,0,0,-1,-2,-3,38,16
1,1,1585,2,-1,0,1,0,1,-2,-4,36,0
1,1,11099,13,2,1,2,0,-7,0,0,66,62
1,0,4894,7,2,1,1,0,-79,-3,0,68,0
1,0,-2302,4,0,0,1,0,-64,1,-4,69,22
1,1,3453,10,-2,0,1,0,-4,0,0,-18,-44
1,1,5631,8,0,0,0,0,-5,0,-1,-10,6
1,0,-7125,-8,0,0,0,0,-9,-3,5,-76,-40
1,0,-2785,1,-2,0,0,0,10,1,-2,53,4
1,1,16864,16,2,0,2,0,8,-3,-9,80,0
0,1,7927,6,0,0,1,0,-127,-2,-7,24,0
1,0,-1810,2,-2,0,-3,0,18,1,7,-30,-7
1,0,-7239,-8,-2,0,-1,0,3,2,3,20,16
0,0,1919,-4,0,-1,-2,0,180,2,1,-11,4
0,1,5180,5,0,0,1,0,-50,0,-3,29,8
0,1,5968,6,-2,0,3,0,42,0,-11,95,8
0,0,-10555,-1,-1,0,-1,0,-9,-2,1,8,14
0,1,-7285,0,0,0,1,0,6,-1,1,2,44
1,1,6474,9,2,1,-1,0,243,-4,-1,38,3
0,0,-19762,-12,-1,-1,-1,0,-65,-3,7,-37,-16
0,1,1398,2,0,0,0,0,-28,-1,4,21,4
0,1,-675,-1,0,0,-2,0,16,0,5,-21,11
1,1,-7247,0,-1,0,0,0,32,1,3,-59,4
1,0,-12472,-8,0,0,-1,0,8,3,0,-56,-4
1,1,-12080,-12,1,0,-3,0,8,-1,4,-49,-11
1,0,3317,0,1,0,0,0,-7,1,2,17,18
1,1,1960,4,0,0,1,0,8,6,-1,72,-32
1,1,11503,7,2,0,1,0,11,2,-9,60,-3
0,0,-6067,-5,0,1,-1,0,30,3,3,-77,3
0,0,5700,5,-2,0,0,0,57,1,-1,41,5
1,0,-11348,-6,-2,1,1,0,-11,-1,2,-63,25
1,1,-1065,2,2,1,1,0,-65,-5,1,7,32
0,1,9116,0,0,1,0,0,-11,3,0,-25,16
1,0,-7869,-5,-1,0,-2,0,-4,1,5,-1,-9
0,1,2545,-1,0,1,2,0,0,-1,-4,-5,-24
0,0,-5053,-6,-1,0,-2,0,127,-6,10,-39,-20
1,0,7729,1,-1,0,-2,0,-33,3,-7,-34,0
1,0,-12495,-5,-2,0,-5,0,33,-1,3,-28,-53
1,0,-1658,5,-1,1,1,0,108,0,-12,-18,44
0,0,-4636,-4,0,0,0,0,-3,-1,-1,17,-35
0,1,-75,0,0,0,0,0,-17,3,3,-9,-32
1,0,-6242,-4,-2,0,-1,0,-1,0,6,-8,-37
1,1,5896,8,2,0,0,0,18,-3,-3,-43,-4
1,1,-5996,-5,2,-1,0,0,-4,3,1,-1,-3
0,0,376,-1,-2,0,0,0,-7,-4,3,17,-54
0,0,3338,-3,0,0,0,0,-3,-8,2,0,1
0,1,583,-2,-2,0,1,0,6,2,-2,81,18
0,0,-15355,-11,0,-1,-2,0,-2,0,5,-39,-12
0,1,3452,5,-1,0,3,0,-15,-1,-10,21,-24
0,0,-12258,-3,-2,0,-1,0,7,-1,4,-10,-16
1,0,-11133,-7,-1,0,-1,0,-15,-4,2,14,-29
0,0,6600,2,0,0,0,0,65,2,-4,25,-4
0,1,5248,0,0,1,-1,0,-2,1,1,0,18
0,0,-8863,-10,0,0,-1,0,2,1,1,-54,5
0,0,4419,-7,0,0,2,0,274,1,-5,66,32
1,1,-2647,0,2,0,0,0,2,0,4,-54,13
1,1,10381,11,2,0,1,0,3,-2,-3,1,36
0,1,560,3,0,1,1,0,-47,3,-4,-41,-5
1,0,-2310,1,-2,1,1,0,-110,0,-6,58,-20
0,0,2384,1,0,0,-2,0,7,3,-1,-2,-20
1,1,9250,8,2,-1,0,0,-22,-2,3,26,-3
1,0,21098,2,0,0,-1,0,7,-2,2,60,-13
1,0,-3479,0,-2,-1,-2,0,1,-4,5,-17,-16
0,0,6969,-4,0,0,1,0,-4,-1,-2,36,9
1,0,-4368,-8,0,0,-3,0,3,-2,10,-53,-66
0,0,-3095,-2,1,1,-2,0,-30,-2,6,2,-30
1,0,905,0,-1,0,0,0,122,0,-1,4,-1
0,0,-6302,-1,2,0,-1,0,5,2,4,-59,-48
0,0,-1842,-6,2,0,-1,0,9,1,3,-9,11
0,1,9767,6,2,0,0,0,-8,-1,0,11,-5
0,1,3630,-2,0,0,0,0,-265,-1,0,-8,-15
0,0,-11901,-9,-1,1,-2,0,3,4,-3,-23,-31
1,1,3812,2,2,0,2,0,-153,-2,-7,66,0
0,1,4966,8,1,0,2,0,-2,-2,-7,43,4
0,0,2307,-4,-2,0,-1,0,1,2,5,39,-6
1,1,5162,7,1,1,1,0,3,-1,-4,25,12
0,1,2446,7,2,0,-1,0,-3,-5,-6,94,12
1,1,-4604,-8,-1,0,0,0,4,0,5,-14,29
0,1,3572,3,0,1,1,0,-1,3,4,-11,-8
0,1,5600,2,0,0,0,0,-4,1,-2,-31,-1
0,0,-5693,-5,-2,0,-1,0,-1,1,4,-4,32
0,0,6718,-1,0,0,0,0,-6,0,-2,-1,16
1,1,-2601,0,0,0,0,0,0,0,-2,-26,-15
0,0,-2597,-6,-1,0,-2,0,8,0,3,-49,-4
1,1,10263,9,1,0,1,0,2,0,-3,22,-1
1,1,19304,20,1,1,-1,0,12,3,-6,46,0
0,0,-8372,-1,2,-1,0,0,-7,-6,2,20,4
1,0,-3732,0,2,-1,-2,0,1,1,6,-25,-29
1,0,11546,5,2,-1,1,0,48,2,0,14,-1
0,1,-2703,0,-2,0,0,0,-6,-1,1,-56,16
0,0,-10803,-9,-2,0,-3,0,-6,-1,7,-60,-64
1,1,5916,8,0,0,2,0,-3,0,-2,-4,27
0,1,12587,9,0,0,2,0,7,-1,2,61,36
1,1,-4991,-5,0,0,0,0,14,3,1,-8,-18
0,1,-7494,-7,-2,-1,-1,0,-8,1,2,-41,-30
1,1,12888,20,2,0,-2,0,78,1,-2,70,0
0,0,92,-3,0,0,0,0,-62,-2,-3,15,24
1,1,7514,7,0,0,0,0,-305,-2,-1,-14,-16
1,0,-4293,0,-1,-1,0,0,-66,2,0,-52,-9
1,1,122,-3,2,0,0,0,15,0,4,-9,16
0,0,-11962,-3,0,0,-1,0,-2,0,4,-48,-41
1,0,-11391,1,1,-1,-2,0,-5,1,6,-111,-56
1,0,-4326,-14,-2,0,0,0,4,1,3,16,-41
0,0,-13079,-7,-2,0,-2,0,-5,1,4,-39,-18
0,0,-187,-3,0,-1,1,0,2,-2,3,3,27
0,0,-2400,-1,0,0,0,0,6,4,5,-15,-11
0,0,-9782,-5,1,0,-1,0,7,2,4,-15,-22
0,0,4215,2,-2,0,-2,0,-8,-3,6,13,19
0,1,14929,14,0,0,1,0,-1,-3,-4,81,40
1,1,5839,6,2,-1,1,0,60,-1,0,14,6
1,1,-875,5,1,0,0,0,-2,-3,-5,9,4
1,0,-3975,-4,0,1,-1,0,-74,0,3,10,-8
0,0,-1240,-10,-1,0,0,0,6,-2,1,-34,29
0,0,8434,8,2,0,1,0,-4,1,0,-6,-2
1,1,5547,2,2,0,0,0,-72,-3,4,13,8
1,1,-564,-1,-2,1,0,0,116,1,3,-57,14
0,0,-5227,-4,0,0,-1,0,1,-4,3,-55,6
1,0,227,-4,0,0,0,0,-5,-3,-1,-27,11
1,1,13230,11,1,0,0,0,-61,2,-4,63,0
0,0,394,0,-1,0,1,0,-12,2,0,5,-16
1,1,13953,11,2,-1,1,0,1,-3,-2,22,10
0,0,-5773,-5,0,-1,-1,0,-4,-1,6,-22,8
0,1,-2181,-9,0,0,-1,0,-4,-2,4,-37,-31
1,0,-836,0,-2,0,-2,0,-115,0,6,33,-4
0,0,-16574,-15,0,0,-2,0,-6,-4,4,-43,-24
1,0,-9299,-3,-2,-1,0,0,-9,4,2,-57,-32
1,1,1311,5,1,0,-1,0,-2,1,5,-63,8
0,1,-6818,-1,2,0,1,0,-1,-1,-2,-24,1
1,1,9015,3,-2,0,2,0,-92,0,-7,95,21
1,0,705,-2,0,0,0,0,-68,1,-5,4,-13
1,0,1677,5,0,0,1,0,-35,-3,-6,16,4
0,0,-1303,1,-2,0,0,0,9,-2,-3,5,-13
1,0,7799,9,0,0,2,0,-5,4,-3,5,-7
1,1,7626,8,1,1,0,0,-66,5,-6,60,-5
1,1,4582,0,-2,0,1,0,-8,-1,-4,42,32
0,0,-1385,-6,-1,0,0,0,2,1,-8,31,11
0,1,9990,15,-2,1,1,0,2,3,-4,-7,-24
1,0,-11062,-4,1,0,0,0,2,1,2,19,8
0,0,-8409,-10,1,-1,-1,0,-117,-1,6,-35,-16
1,1,-5067,-1,-2,0,0,0,7,0,1,-2,0
0,0,410,-4,-2,0,-2,0,-9,-5,6,-22,4
1,1,10408,10,1,0,0,0,8,4,2,4,0
0,0,-6294,-3,0,0,-1,0,26,-2,-1,8,-36
0,1,-126,1,1,0,0,0,-106,4,0,13,-11
1,0,-1497,0,-2,0,0,0,2,-1,3,42,31
1,1,1773,-5,1,0,0,0,-5,-4,-1,40,-8
1,1,6209,7,2,0,-1,0,-20,0,-6,19,-8
1,0,-10689,-7,0,0,-1,0,-3,1,5,-36,-29
1,1,5224,7,-1,1,0,0,3,2,-3,-18,17
0,0,3513,6,2,0,1,0,-216,0,-3,5,16
0,0,-10380,-4,-1,0,-1,0,14,4,2,-18,3
0,1,-5260,-1,1,0,0,0,11,3,3,-14,11
0,0,-6223,-15,-1,-1,-1,0,-21,-1,3,-55,-24
1,0,-240,2,0,0,-1,0,14,4,0,-64,0
1,1,18407,13,2,0,3,0,-1,1,-14,82,-8
1,0,-675,0,-2,0,-1,0,-7,-2,-2,27,5
1,1,6924,5,0,0,0,0,-4,-1,-2,68,-2
1,0,-3563,-4,1,0,-1,0,21,-3,10,-60,4
0,0,5487,0,0,0,0,0,45,1,1,30,16
0,0,-3190,-3,-2,0,0,0,3,3,8,-30,10
0,1,-3906,-3,2,0,1,0,-8,-1,6,26,-20
0,0,3251,1,0,0,-2,0,4,1,3,-37,4
1,0,-2259,2,-1,-1,0,0,45,-2,1,-19,-12
1,0,-3321,-9,-2,0,-1,0,-12,-8,6,37,-2
0,0,-6444,0,-1,0,0,0,-22,-6,-3,-12,-16
1,1,10461,1,-2,0,-1,0,37,-6,3,-97,-15
0,0,-19505,-12,-1,0,-2,0,1,2,2,4,-25
0,1,6315,0,0,0,0,0,-3,-2,0,37,18
1,1,5642,2,2,1,2,0,-3,0,0,33,10
1,1,7118,6,0,1,1,0,16,-5,5,17,-2
1,1,5180,7,1,0,0,0,12,7,-1,-15,-29
1,1,-4592,-2,1,0,-2,0,-2,1,4,-22,3
0,0,1478,0,2,0,-1,0,-7,1,1,4,0
0,1,9556,8,-1,0,5,0,1,-5,-9,131,30
1,1,-5744,5,0,0,-2,0,-24,0,-3,-2,5
1,1,8047,6,2,1,0,0,-77,3,3,-50,12
0,0,-1743,1,-2,0,-1,0,-119,-3,1,-15,16
0,0,-7147,-5,0,0,0,0,302,3,-1,1,-8
0,0,-7378,-10,1,0,-2,0,8,-2,4,-10,-15
0,0,-16015,-7,-1,-1,-1,0,22,-4,-1,-9,-14
1,0,-1289,-5,-2,0,-1,0,-4,2,7,-33,1
1,0,4207,3,0,0,0,0,13,2,4,2,-36
1,1,13215,15,1,0,2,1,-8,0,-8,9,20
0,0,-6033,-9,-1,0,-1,0,34,2,6,-58,-20
0,0,-16221,-8,1,0,1,0,7,2,-3,-16,3
0,0,-739,-2,-2,0,0,0,5,-3,1,-25,-24
0,1,5190,3,2,0,0,0,6,-2,3,-2,-11
1,0,4084,2,1,1,1,0,-14,-1,0,-24,-44
1,1,14003,9,-1,0,1,0,7,5,-3,-3,-6
1,0,1824,0,0,0,0,0,3,2,2,-30,13
0,0,6569,0,-2,1,1,0,4,3,3,-28,-24
0,0,-4412,-7,0,-1,-2,0,9,0,2,-25,-41
1,1,4184,4,1,0,-1,0,-164,3,2,23,-20
0,0,-1666,-4,2,-1,-1,0,1,2,7,3,-16
0,0,940,-3,-1,0,1,0,90,0,-5,-10,1
1,1,7348,11,1,0,1,0,-2,1,-3,28,12
0,0,-6919,-10,-2,0,-2,0,-14,0,8,-54,-18
1,0,-12901,-1,-2,0,-2,0,8,1,6,-55,1
0,1,-1343,-2,-2,0,0,0,-5,-6,3,-7,-16
1,1,5675,2,1,0,2,0,3,-1,1,32,-41
0,0,-5708,-1,0,0,-1,0,2,-1,8,-8,-12
1,1,4333,6,2,0,1,0,-8,0,-4,1,12
0,0,-228,-9,0,0,-1,0,3,4,1,-14,24
1,1,5278,4,1,0,1,0,3,0,2,11,13
1,1,8045,10,-1,0,0,0,7,0,-5,56,20
1,0,-8040,-5,1,0,-2,0,122,-3,0,-67,0
0,0,5862,4,-2,0,1,0,-1,-7,7,-17,25
0,0,-7857,-6,-2,0,1,0,-4,2,1,-13,-18
0,1,-3273,0,-1,0,0,0,-4,2,0,-48,-16
1,0,-1047,-5,-2,-1,-2,0,98,2,4,-56,-48
1,0,-1985,-7,0,0,1,0,-3,-3,-4,15,33
1,1,2094,-3,2,0,-2,0,-40,0,5,-41,4
1,0,12210,5,-2,0,0,0,1,-4,-4,28,13
1,0,-7434,-4,0,0,0,0,3,-4,1,-12,-5
1,1,16994,13,2,0,1,0,6,3,-2,48,11
1,0,-18502,-11,0,0,-2,0,1,-1,2,-85,-12
1,0,-2044,2,0,0,0,0,28,4,1,-28,-8
0,0,-7386,-5,-2,0,-1,0,10,-5,6,-63,-16
1,1,-2075,6,2,0,0,0,111,1,0,-6,-20
1,0,4263,1,-2,0,2,0,-85,2,-7,50,-52
0,1,6273,3,0,0,0,0,1,3,-6,46,17
0,0,-9610,-3,2,0,-2,0,13,1,3,-24,0
1,0,-14415,-6,1,-1,-1,0,-4,-3,3,-8,0
1,0,-2501,0,-1,0,2,0,-3,2,-3,3,23
0,0,-10184,1,-1,0,-2,0,10,3,4,-30,16
1,1,7023,5,2,0,2,0,-4,0,-5,-6,15
1,0,998,-3,0,0,-1,0,-22,4,0,5,-7
1,0,-12314,-5,-2,0,-2,0,-125,0,2,-15,-6
0,1,11469,9,-2,1,3,0,11,-2,-10,9,40
0,0,-7306,-9,-2,-1,-3,0,-5,-3,8,-45,-13
0,1,11866,6,2,0,2,0,1,-1,-13,60,-4
1,0,-815,5,0,-1,2,0,1,3,-1,28,-8
0,0,-16282,-9,-2,-1,-2,0,-7,-5,5,-9,-12
0,1,-2028,0,0,0,-2,0,-337,0,2,-49,20
0,0,-3943,-8,-2,0,-2,0,18,2,8,-56,-28
0,0,4477,11,0,0,1,0,-136,1,-3,95,-4
0,1,10169,4,-1,0,0,0,126,-2,4,8,-2
0,0,-3489,0,-1,0,1,0,3,0,3,-13,-5
0,0,-7208,-2,-2,0,0,0,-16,-6,3,-30,15
0,1,4574,10,2,0,2,0,169,6,-1,59,-16
1,1,3964,14,2,0,1,0,-1,4,0,46,-20
0,0,-14075,-16,1,0,-1,0,-2,-1,7,-80,-7
1,1,9799,11,2,1,-1,0,-9,0,0,31,-4
1,0,-5595,-6,-2,0,-1,0,-14,-1,3,-54,-28
1,0,-7252,-3,1,0,-1,0,1,-2,-6,29,4
1,1,15645,13,2,1,2,0,-12,1,-2,-14,-4
1,0,3969,1,0,-1,-1,0,-1,2,-1,6,-12
0,0,-25214,-17,0,0,-5,0,20,-2,5,-87,-24
0,1,1308,-2,-1,0,-1,0,-4,2,-3,14,15
1,1,4277,7,0,0,0,0,-9,3,-10,38,14
1,0,785,1,0,0,0,0,292,-2,6,27,-24
1,0,-7,0,0,0,0,0,-51,3,0,-22,-12
1,0,-8281,-10,1,0,-1,0,-42,0,2,-54,-32
1,0,-1240,-1,-2,0,0,0,11,-5,2,-7,28
0,1,6191,8,0,0,1,0,-7,2,-7,57,11
0,1,1359,-3,0,-1,0,0,9,4,0,-33,-24
0,0,-875,-8,0,-1,1,0,-1,1,-1,10,-10
1,1,10162,9,2,0,0,0,-4,-1,4,62,47
1,1,3373,0,-2,1,0,0,5,-3,-3,31,20
1,1,2056,4,0,0,0,0,4,3,-4,20,54
0,1,5580,5,1,0,0,0,1,-1,-2,49,18
1,1,13666,9,-2,0,0,0,-9,-4,3,41,-4
0,1,3900,-2,2,0,-2,0,-10,-1,2,-8,-11
0,1,5170,-1,1,0,-1,0,-5,1,-1,64,33
1,1,6290,-1,-1,1,-1,0,8,3,-4,62,-44
1,0,-2242,5,1,0,0,0,51,-2,0,-18,-8
0,1,8349,2,2,0,0,0,-1,4,-5,51,-36
1,1,3789,15,2,-1,0,0,180,1,1,7,-41
0,0,-15615,-2,-1,0,-1,0,4,7,6,-69,-42
1,0,-4155,2,0,1,0,0,-111,0,0,-2,30
0,1,-1086,2,2,1,-2,0,6,0,-1,-22,36
0,0,-8816,-5,1,1,-1,0,-7,1,3,36,20
1,1,7791,9,2,0,2,0,4,1,-6,48,32
0,0,1969,-3,-1,0,-2,0,-21,1,4,-4,-21
1,1,11949,10,0,0,2,0,9,-4,-8,26,0
0,0,-7126,-8,0,0,-1,0,9,-2,5,-91,16
0,1,6882,0,1,1,3,0,10,2,-7,57,32
1,0,-12072,-9,-1,0,-2,0,-9,-3,7,-74,24
1,0,5046,-3,-1,0,1,0,-1,-1,4,47,4
0,1,13623,7,2,1,-1,0,144,-3,-1,58,24
1,0,-7149,-6,0,0,-1,0,-9,-3,3,-24,-16
1,1,-5781,-1,2,1,-1,0,-251,-2,4,-8,-28
0,0,-6950,-8,-1,0,-2,0,-46,-1,4,-19,-22
0,0,-9519,-7,0,0,0,0,3,-1,0,15,9
1,0,4274,-6,-2,1,-3,0,-104,2,2,-25,-31
0,1,-1172,0,0,0,-2,0,-40,-1,8,-15,-11
0,1,7194,3,1,0,-1,0,-48,4,-1,47,-72
0,0,6604,6,-1,0,0,0,-286,-3,5,-31,-22
1,1,819,-4,1,0,0,0,3,-3,4,-52,16
0,0,-669,0,0,0,0,0,10,1,0,13,16
1,0,-13448,-8,1,0,-1,0,1,-1,5,-28,-18
0,0,-11283,-12,0,0,-1,0,-37,-5,4,3,-74
1,0,7768,4,-1,0,0,0,-10,-2,4,10,22
1,1,6372,1,0,0,0,0,2,1,1,17,5
1,1,-1224,4,-1,1,2,0,6,-3,-8,6,-8
0,0,-12699,-12,-1,0,-3,0,9,1,5,-96,-29
0,0,-7465,-7,-2,-1,0,0,-72,-3,2,-53,18
0,0,-1066,-4,-2,0,1,0,-7,-7,-2,-34,-36
1,1,-2576,4,0,0,0,0,0,1,0,-39,-21
1,1,-1681,3,-1,0,1,0,91,-1,-9,-42,8
0,0,-19706,-14,-2,1,-2,0,1,3,9,-27,-1
1,1,9124,8,2,0,2,0,171,2,-3,83,-10
0,1,2659,0,2,0,-1,0,5,-1,1,64,1
0,0,-5818,-7,-2,0,-4,0,2,-1,4,-91,-4
0,0,-7568,-8,-2,0,-3,0,248,-3,6,-31,-28
0,0,-1562,-1,-1,0,1,0,99,-3,6,12,1
1,1,-3957,2,0,0,1,0,0,-1,-1,15,16
1,1,10126,10,1,0,3,0,-2,1,-4,27,65
0,0,-11862,-11,0,0,-2,0,1,4,8,-91,4
0,1,1441,-5,2,0,2,0,-6,-6,-8,66,24
0,1,-5491,-1,0,0,-3,0,42,-3,0,14,17
1,1,-6907,-3,-2,0,-3,0,-23,-3,2,-27,32
0,0,-6317,-9,-1,0,-3,0,-12,-5,8,-106,16
1,1,9345,6,0,1,-1,0,0,-2,0,28,14
0,0,-11252,-7,-2,0,-2,0,-2,-2,6,-49,-22
1,1,1023,3,-2,0,0,0,0,2,0,4,34
0,0,11470,13,0,0,2,0,4,3,-14,74,-12
0,1,1490,0,-1,0,0,0,240,0,-2,-4,52
1,1,-7005,0,1,-1,-1,0,29,0,3,-70,21
0,1,4578,2,0,0,-1,0,12,2,1,15,-12
1,1,2290,-2,-2,0,2,0,-7,-3,-3,41,-13
1,0,-6293,-4,-2,-1,-1,0,-6,-1,4,-11,-12
1,1,16478,4,0,0,-1,0,-2,4,2,10,-8
0,1,-3134,-4,1,-1,-1,0,-2,-2,5,6,20
0,0,1515,-1,-1,0,-2,0,-7,-1,3,-4,-2
1,0,6537,0,1,0,-1,0,8,3,-2,26,-17
0,0,-11111,-5,-2,-1,-3,0,-9,-1,3,-67,-15
1,1,-1251,2,0,0,1,0,-95,-1,-7,54,-6
1,1,8877,6,0,-1,1,0,42,2,3,-34,-2
0,0,-1864,-3,2,0,-2,0,-14,-1,7,-27,67
0,1,3202,4,-1,0,-1,0,3,-2,1,26,13
1,0,-10094,-5,0,0,-1,0,-20,0,5,-4,-27
0,0,-4358,1,2,-1,-1,0,-9,-4,5,-38,24
1,0,-47,0,0,1,1,0,11,-1,-4,-24,4
0,1,4730,6,1,0,1,0,0,2,1,6,-28
0,0,2492,-1,-1,0,-2,0,-7,-1,-2,10,3
0,1,-824,6,2,0,2,0,-14,2,-6,23,-1
0,1,-5216,2,-1,0,-1,0,15,5,2,2,-65
1,0,4851,-9,2,0,0,0,16,4,2,-39,-12
0,1,11336,5,-1,0,-1,0,2,3,0,7,-13
1,1,-1422,4,1,0,0,0,9,-2,2,30,8
1,1,1537,4,0,0,2,0,-52,3,-4,4,-8
1,0,-398,-2,-2,0,-2,0,-1,-4,1,-23,-3
1,1,6564,7,0,1,1,0,-11,-1,-4,-54,-6
0,1,5762,5,0,0,1,0,-57,2,-6,48,-17
1,1,13166,1,0,0,0,0,9,0,3,-2,12
0,0,-1592,-3,-2,0,-1,0,-221,0,0,-4,-9
1,1,1078,-6,0,-1,0,0,-28,-2,5,-16,-7
0,0,-7310,-3,0,0,-1,0,4,-2,4,-13,-34
1,1,22911,16,2,1,2,0,-14,-3,-5,46,1
0,1,5190,4,0,0,1,0,17,2,4,-41,-16
1,1,-12858,-4,0,0,-2,0,-17,-1,4,-30,-8
0,0,-5452,0,-1,-1,-2,0,-119,-1,4,9,-5
1,1,4372,7,-1,1,0,0,-14,-2,2,74,-15
1,0,-4746,-8,-2,-1,-1,0,-9,1,7,-112,-9
0,1,-2330,-1,2,0,0,0,4,0,1,31,-2
0,0,-10086,-12,0,0,-3,0,-157,4,3,9,-7
1,0,-12718,-13,-2,-1,-2,0,0,1,4,-60,0
1,1,-1603,-5,1,0,1,0,12,2,3,28,12
1,0,601,-3,-1,0,0,0,-66,4,4,18,20
1,0,-8642,-11,-2,0,0,0,-7,0,-1,-18,-4
1,0,9745,7,0,0,0,0,121,-1,0,-21,1
0,1,3111,-2,-2,0,0,0,-11,-6,2,-54,-16
