blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,blueTeamXp,blueTeamTotalDamageToChamps,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamHeraldKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamXp,redTeamTotalDamageToChamps,blueWin
8,31,14,0,0,0,0,6,0,368,95,1,0,2,41,9,2,0,0,0,2,373,80,0,-2,1
1,18,16,0,1,0,0,7,0,339,80,1,1,3,147,16,1,0,0,0,9,318,92,-1,0,1
4,24,11,0,0,0,0,10,0,296,65,-2,-1,5,140,21,1,1,0,0,2,346,97,1,2,0
1,19,11,1,0,0,0,6,0,312,94,-1,0,3,26,15,1,0,0,0,6,295,52,-2,0,1
6,63,8,0,0,0,0,7,1,300,64,-1,-1,6,63,17,2,0,0,0,1,395,100,1,0,0
4,23,10,2,0,0,0,7,1,315,78,-2,0,10,32,13,0,0,0,0,5,332,81,0,0,1
7,31,13,2,0,0,0,4,1,326,90,-2,-1,10,107,12,0,0,0,0,8,313,72,-1,-1,1
8,25,20,1,0,0,0,6,0,277,86,-1,1,1,22,9,1,1,0,0,6,352,90,0,0,0
5,33,8,0,0,0,0,9,1,345,55,-2,0,5,28,18,1,0,0,0,4,372,108,2,1,0
3,89,5,1,0,0,0,5,0,313,82,-1,-2,6,21,12,1,1,0,0,7,350,76,0,0,1
4,24,10,0,0,0,0,8,0,375,100,1,0,2,18,11,2,0,0,0,4,345,100,1,0,0
1,33,10,0,0,0,0,8,0,366,79,-1,0,3,86,15,2,0,0,0,9,339,100,1,0,1
3,28,12,0,1,0,0,9,0,334,98,0,0,2,23,17,2,0,0,0,3,379,108,2,0,0
4,31,7,1,0,0,0,7,0,368,74,-1,-1,4,81,16,1,0,0,0,5,332,92,0,0,0
9,31,7,0,0,0,0,8,0,346,92,-1,0,5,31,20,2,0,0,0,4,368,86,1,2,0
2,23,10,0,0,0,0,4,0,405,86,1,1,1,37,14,2,0,0,0,7,368,86,1,0,0
2,29,16,2,0,0,0,3,1,384,105,1,1,6,32,10,0,0,0,0,9,328,75,0,0,1
4,25,18,1,0,0,0,7,0,347,92,1,2,2,31,10,1,0,0,0,7,328,78,-1,0,1
8,72,8,0,0,0,0,10,0,290,53,-3,0,5,24,16,1,0,0,0,3,386,90,0,1,0
1,22,12,1,0,0,0,9,0,336,88,0,-1,3,134,13,1,0,0,0,3,382,92,0,1,1
4,47,12,0,0,0,0,10,1,313,61,-1,0,2,22,10,1,0,0,0,3,381,83,1,0,0
2,31,5,2,0,0,0,9,0,346,82,-1,0,2,21,24,0,0,0,0,4,305,80,2,1,0
4,26,12,0,0,0,0,5,1,383,88,1,1,1,22,10,2,1,0,0,3,380,84,1,-1,1
0,18,12,2,0,0,0,5,1,371,109,0,0,5,28,10,0,0,0,0,8,368,83,0,-1,1
2,79,12,1,0,0,0,6,0,350,98,1,0,4,144,13,0,0,0,0,3,385,82,1,0,0
2,26,15,0,0,0,0,3,0,354,86,0,1,2,26,13,1,0,0,0,9,365,106,1,0,1
5,82,8,0,0,0,0,7,1,304,75,-2,-1,5,22,18,2,0,0,0,4,317,96,1,2,0
3,19,7,0,0,0,0,6,0,412,70,0,0,4,41,13,1,0,0,0,6,351,98,1,0,0
3,31,22,2,0,0,0,6,1,335,107,1,2,3,22,12,0,1,0,0,6,354,76,0,0,1
1,21,8,0,0,0,0,5,1,363,90,0,0,1,164,13,2,0,0,0,2,374,114,2,1,0
1,26,8,0,0,0,0,7,0,376,82,1,-1,6,142,13,2,0,0,0,1,377,110,1,0,0
2,28,4,0,0,0,0,2,0,359,72,-1,-1,4,25,10,2,0,0,0,1,392,107,1,0,1
3,24,16,0,0,0,0,6,0,359,107,1,0,2,22,23,2,0,0,0,7,324,75,1,1,0
3,29,9,1,0,0,0,11,0,362,92,0,-1,3,18,20,1,0,0,0,6,350,112,2,1,1
4,44,17,2,1,0,0,4,1,318,84,1,0,5,28,17,0,0,0,0,5,342,92,2,0,0
4,30,11,2,0,0,0,2,1,451,104,2,0,5,17,2,0,0,0,0,5,378,84,0,-3,1
5,37,17,0,0,0,0,11,1,290,84,-2,0,2,96,20,0,1,0,0,6,313,84,0,1,0
2,100,14,1,0,0,0,7,0,347,82,-1,0,4,24,13,1,0,0,0,2,340,82,0,0,0
3,18,10,0,0,0,0,4,0,345,67,0,0,5,27,11,2,0,0,0,5,351,108,0,1,0
4,13,8,0,0,0,0,4,0,395,92,0,-2,4,23,12,1,0,0,0,8,366,108,1,-1,0
1,182,13,2,0,0,0,6,1,336,92,0,-1,7,26,11,0,0,0,0,5,383,88,0,-1,0
6,19,8,1,1,0,0,4,1,368,96,0,-1,3,64,14,1,0,0,0,3,345,84,1,1,1
3,27,12,0,0,0,0,9,0,315,79,-1,0,4,24,23,2,1,0,0,4,384,100,2,2,0
3,13,7,0,0,0,0,10,1,326,72,-1,-1,3,28,18,2,0,0,0,2,398,95,1,1,0
2,39,13,0,0,0,0,11,0,329,74,-1,-1,5,21,21,1,1,0,0,6,365,88,1,0,0
4,25,17,1,0,0,0,7,0,331,89,0,1,7,25,13,0,0,0,0,6,371,83,1,0,0
1,19,6,1,0,0,0,8,0,273,100,-2,-1,4,22,26,1,0,0,0,4,326,92,1,2,0
3,19,18,2,1,0,0,6,0,373,114,1,0,1,72,13,0,0,0,0,8,290,90,-1,0,0
4,19,13,1,1,0,0,3,1,395,102,1,0,1,23,5,1,0,0,0,9,346,84,-1,-1,1
2,20,15,1,0,0,0,5,1,362,84,0,1,4,22,11,0,0,0,0,4,329,76,0,0,1
9,27,12,2,1,0,0,4,1,354,78,1,0,3,25,6,0,0,0,0,9,358,120,1,-1,1
5,35,14,1,0,0,0,6,1,377,92,1,0,4,24,7,1,0,0,0,7,331,97,-1,-2,1
4,27,14,1,0,0,0,7,1,313,86,0,0,2,25,5,1,0,0,0,5,354,86,-1,-1,1
2,31,13,2,0,0,0,6,1,372,108,1,0,2,29,6,0,0,0,0,2,344,88,-1,-1,1
4,26,9,2,0,0,0,2,1,360,74,0,0,5,32,6,0,0,0,0,5,338,90,0,0,1
6,26,14,0,0,0,0,4,0,323,79,0,1,1,26,18,1,0,0,0,7,332,76,1,1,0
3,26,18,0,0,0,0,9,1,338,88,0,1,1,23,19,1,0,0,0,8,332,82,0,1,1
2,26,7,0,0,0,0,7,0,370,88,0,-1,4,22,17,2,0,0,0,2,383,76,1,0,0
1,32,4,0,0,0,0,7,0,367,89,-1,-1,1,27,13,1,0,0,0,5,325,86,1,0,0
6,112,20,0,0,0,0,5,0,340,67,1,2,3,34,8,1,0,0,0,8,304,88,-1,-1,1
4,187,16,1,0,0,0,10,0,335,93,0,-1,3,52,19,1,1,0,0,8,376,86,1,1,1
3,25,23,1,1,0,0,3,1,362,98,1,1,4,200,4,0,0,0,0,15,298,65,-3,-2,1
1,200,2,0,0,0,0,9,0,360,76,-1,-1,4,29,15,1,0,0,0,3,383,100,2,-1,0
5,25,5,1,0,0,0,7,0,350,77,-1,-1,2,200,19,1,0,0,0,4,377,98,1,0,0
2,19,7,0,0,0,0,7,0,302,74,-1,-2,6,38,14,2,0,0,0,2,389,97,1,0,0
3,32,20,2,0,0,0,4,0,365,81,0,1,7,51,13,0,0,0,0,8,327,59,-1,0,1
5,129,15,1,0,0,0,10,1,345,94,0,-1,2,32,10,1,1,0,0,9,367,84,0,-1,1
3,17,7,0,0,0,0,10,0,299,82,-2,-1,4,29,15,2,0,0,0,2,333,94,0,1,0
0,25,19,2,0,0,0,9,1,356,109,1,0,1,39,8,0,0,0,0,7,320,60,-3,-1,1
3,26,13,1,0,0,0,7,1,296,87,-1,0,4,29,20,0,0,0,0,2,358,91,1,1,1
3,27,14,1,0,0,0,4,1,373,96,1,1,3,37,11,1,0,0,0,10,351,100,0,0,0
3,21,24,1,0,0,0,3,0,361,92,1,1,5,23,6,0,0,0,0,6,333,84,-1,-1,1
3,26,9,0,0,0,0,5,0,382,94,1,-1,7,27,4,1,0,0,0,4,317,100,-2,-1,1
2,53,13,2,0,0,0,7,0,370,80,1,1,5,35,12,0,0,0,0,9,341,88,0,0,1
4,26,10,0,0,0,0,7,0,372,83,0,-1,3,28,13,1,0,0,0,7,390,98,0,-1,0
4,27,10,2,0,0,0,6,0,394,92,1,-1,9,30,8,0,0,0,0,5,403,88,1,0,1
6,35,13,2,0,0,0,4,0,360,90,0,-1,4,131,8,0,0,0,0,8,337,82,-1,-1,1
5,142,11,1,0,0,0,6,0,354,98,0,0,2,22,7,1,0,0,0,5,371,86,-1,0,1
1,17,5,0,0,0,0,7,0,325,74,-2,-1,4,97,21,2,0,0,0,10,367,89,2,0,0
3,141,14,1,0,0,0,7,1,276,95,0,2,2,28,17,1,0,0,0,6,323,78,-1,0,1
4,26,9,0,1,0,0,8,1,360,91,0,0,8,186,20,2,0,0,0,4,343,106,1,1,0
3,200,15,0,0,0,0,6,1,363,110,1,-1,6,36,9,1,0,0,0,7,372,63,-1,-1,1
6,197,8,2,0,0,0,7,0,343,116,0,-1,12,42,14,0,0,0,0,10,345,108,1,-1,0
4,189,11,2,0,0,0,4,0,332,100,0,0,4,29,13,0,0,0,0,3,357,108,1,0,1
3,148,14,0,0,0,0,8,0,316,90,0,1,5,25,25,1,0,0,0,9,292,86,0,2,0
2,165,11,2,0,0,0,5,0,392,78,0,1,2,27,13,0,0,0,0,8,297,94,0,-1,1
5,46,5,1,0,0,0,3,1,395,78,0,-1,4,180,5,0,0,0,0,5,369,85,0,-1,1
4,152,2,0,0,0,0,10,0,341,88,-2,0,7,32,18,2,1,0,0,6,388,91,2,0,0
2,17,13,0,1,0,0,5,1,312,102,1,0,5,22,5,2,0,0,0,3,337,106,-1,-1,0
2,56,10,0,0,0,0,11,1,335,77,-1,-1,6,59,21,1,0,0,0,6,343,65,0,0,0
4,27,13,1,0,0,0,5,1,355,104,0,1,3,25,7,1,0,0,0,7,289,80,-1,0,1
2,142,15,2,0,0,0,3,1,372,68,0,0,7,33,15,0,0,0,0,5,318,83,0,0,1
1,20,15,0,0,0,0,6,1,320,93,0,0,2,25,15,1,0,0,0,1,341,80,0,0,0
4,35,7,0,0,0,0,10,0,311,84,-1,-1,2,40,13,2,0,0,0,6,371,116,1,1,0
4,42,8,0,0,0,0,5,0,397,93,0,-1,7,23,17,1,0,0,0,9,343,78,0,-1,1
5,23,9,0,0,0,0,10,1,275,74,-1,-1,7,32,18,2,0,0,0,2,322,94,2,1,0
6,27,11,2,0,0,0,10,0,364,81,0,-1,1,200,13,0,0,0,0,4,380,92,0,0,1
6,153,2,1,0,0,0,6,1,387,84,-1,-2,3,26,8,1,0,0,0,2,409,112,1,-2,0
1,21,15,2,0,0,0,8,1,321,92,2,0,5,24,4,0,0,0,0,4,358,84,-1,-1,1
3,24,18,2,0,0,0,5,1,331,102,0,1,2,16,6,0,0,0,0,12,290,81,-2,-1,1
0,17,11,0,0,0,0,6,1,347,94,1,0,3,24,7,1,0,0,0,6,351,100,-1,-1,0
3,200,8,0,0,0,0,2,0,321,66,-1,-1,6,26,17,2,1,0,0,5,367,94,2,0,0
3,25,19,2,0,0,0,8,1,337,108,1,1,3,200,14,0,0,0,0,4,321,76,-1,-1,1
1,200,14,1,0,0,0,0,1,332,92,-1,0,3,27,13,0,0,0,0,7,284,84,-1,0,1
5,26,13,1,1,0,0,7,0,372,90,0,-1,2,28,10,0,0,0,0,4,346,90,0,-1,1
2,18,14,1,1,0,0,5,1,356,68,0,0,4,25,8,1,0,0,0,4,287,90,-2,-1,1
6,57,6,0,1,0,0,5,0,364,94,0,-2,4,20,6,2,0,0,0,4,318,94,0,-1,1
3,28,24,1,0,0,0,6,0,337,88,1,1,6,200,7,1,1,0,0,6,368,88,-1,0,1
5,40,9,0,0,0,0,6,1,349,93,0,0,3,24,12,2,0,0,0,8,359,82,0,-1,1
4,27,20,0,0,0,0,4,1,344,81,1,2,1,24,15,1,0,0,0,8,333,66,0,1,0
4,33,22,1,0,0,0,3,1,372,116,1,2,6,22,12,1,0,0,0,11,306,63,-1,0,1
3,25,16,2,0,0,0,4,0,406,90,1,2,3,35,11,0,1,0,0,9,296,81,-1,0,1
2,37,9,1,0,0,0,6,0,343,106,0,-1,2,26,14,0,0,0,0,7,360,61,0,0,1
5,47,17,2,0,0,0,2,0,378,107,2,1,2,19,7,0,0,0,0,6,333,84,-1,-1,1
5,35,12,0,0,0,0,6,1,343,87,0,-1,4,27,9,2,0,0,0,8,371,108,0,0,1
4,29,23,1,0,0,0,6,0,364,116,2,2,3,32,8,1,0,0,0,10,323,56,-2,0,1
2,25,14,1,0,0,0,4,0,399,75,1,0,5,28,11,1,0,0,0,5,396,94,0,-1,0
2,28,8,0,1,0,0,8,0,389,107,0,-1,8,32,8,2,0,0,0,5,376,91,0,-1,0
4,24,15,0,0,0,0,7,0,357,105,1,0,0,23,9,2,0,0,0,4,350,82,-1,-1,1
6,27,8,0,0,0,0,2,0,387,77,0,-1,3,27,7,1,0,0,0,10,384,90,0,-1,1
4,139,12,0,0,0,0,8,0,256,74,-1,0,2,59,19,2,0,0,0,1,391,94,2,2,0
4,34,16,0,0,0,0,5,1,303,90,0,0,2,32,12,2,0,0,0,4,351,80,-1,-1,0
5,26,21,1,1,0,0,2,1,407,104,2,1,3,22,5,0,0,0,0,15,292,88,-1,-1,1
8,80,7,0,0,0,0,6,1,358,88,-1,-1,4,200,12,2,0,0,0,6,338,96,0,0,1
5,29,7,1,0,0,0,6,0,370,67,0,-1,4,48,13,0,0,0,0,6,351,96,1,-1,1
3,29,17,1,0,0,0,5,0,368,88,0,1,3,90,13,0,0,0,0,8,310,84,-1,0,1
4,29,8,0,0,0,0,7,0,313,72,-1,-2,6,26,11,1,0,0,0,5,342,112,0,0,0
1,19,5,0,0,0,0,5,0,357,107,0,-1,3,200,8,2,0,0,0,7,347,96,1,-1,0
1,18,15,1,0,0,0,6,1,370,82,1,1,2,14,14,1,0,0,0,7,264,78,-1,-1,1
0,16,11,0,0,0,0,9,0,329,93,0,0,1,27,22,2,0,0,0,4,373,100,1,1,0
5,30,9,0,0,0,0,5,1,363,84,-1,-1,5,36,6,1,0,0,0,9,360,76,0,-2,1
2,18,17,0,0,0,0,13,1,279,88,-2,0,2,26,19,2,0,0,0,6,340,26,-1,0,0
2,24,20,0,1,0,0,5,1,332,83,0,0,3,27,11,1,0,0,0,7,286,77,-2,0,1
2,18,12,0,0,0,0,2,1,402,104,1,0,5,24,4,2,0,0,0,6,338,101,-1,-2,1
2,20,11,0,0,0,0,5,0,329,110,0,-1,3,39,11,2,0,0,0,8,365,81,0,0,0
1,25,10,0,0,0,0,7,1,357,81,0,0,3,19,14,1,0,0,0,6,356,74,0,0,0
4,26,17,0,0,0,0,7,0,320,64,-2,0,1,27,24,2,1,0,0,2,329,97,0,2,0
5,105,16,1,1,0,0,7,1,365,105,1,0,2,28,7,1,0,0,0,9,339,94,0,-1,1
1,38,10,1,0,0,0,6,1,369,100,1,-1,6,105,11,1,0,0,0,8,327,91,0,0,0
2,30,10,0,0,0,0,4,1,341,74,-1,0,4,43,12,2,0,0,0,2,342,86,0,0,1
1,23,14,0,0,0,0,8,1,308,84,-1,-1,2,25,10,2,1,0,0,5,332,106,-1,-2,1
5,25,9,1,1,0,0,2,0,378,108,1,-1,2,26,9,1,0,0,0,4,387,112,1,-1,0
3,136,9,0,0,0,0,8,0,318,78,-1,-1,1,17,14,2,0,0,0,5,353,90,0,0,0
2,35,12,0,0,0,0,8,0,306,84,0,0,3,50,21,1,0,0,0,4,330,84,0,1,1
2,19,15,2,0,0,0,6,0,401,122,2,0,3,31,11,0,0,0,0,6,351,69,-1,-1,1
3,30,8,1,0,0,0,4,1,357,98,0,-1,5,27,7,1,0,0,0,7,369,90,0,-1,1
5,32,9,2,0,0,0,7,1,342,82,-2,-1,2,24,12,0,0,0,0,7,332,68,-2,0,0
2,26,17,2,0,0,0,10,0,315,90,0,0,1,23,18,0,0,0,0,7,333,101,0,1,1
4,36,8,0,1,0,0,5,0,369,98,1,-1,8,33,12,1,0,0,0,3,410,79,1,-1,0
3,25,10,2,0,0,0,6,1,344,87,-1,0,6,200,12,0,0,0,0,3,380,108,1,0,0
2,24,7,0,0,0,0,8,0,359,86,-1,-2,3,145,18,2,1,0,0,6,376,86,2,0,0
3,27,18,1,0,0,0,5,1,331,94,0,1,1,28,15,1,0,0,0,3,347,80,1,1,0
3,24,26,2,0,0,0,4,1,299,96,0,2,3,65,12,0,0,0,0,3,304,80,-2,0,1
2,27,11,0,1,0,0,13,0,349,95,0,1,5,94,17,2,0,0,0,4,346,75,1,1,0
5,30,6,1,0,0,0,8,1,357,87,-1,-1,3,27,12,1,0,0,0,5,388,87,0,0,0
6,27,16,0,0,0,0,12,1,340,92,0,0,7,29,18,2,1,0,0,5,339,88,0,0,0
3,24,10,2,0,0,0,5,1,374,92,0,1,4,46,18,0,1,0,0,7,314,88,1,2,0
6,24,6,0,0,0,0,6,1,364,110,0,-2,3,94,8,2,0,0,0,5,378,92,1,-1,0
3,27,19,0,0,0,0,1,1,336,73,1,1,5,20,9,2,0,0,0,8,282,130,0,-1,0
3,29,13,1,0,0,0,8,0,307,51,-1,1,3,30,27,0,0,0,0,4,349,108,1,2,1
3,24,15,2,0,0,0,3,0,392,95,2,0,3,22,5,0,0,0,0,13,316,84,-1,-2,1
5,28,9,0,0,0,0,8,0,307,90,-1,-2,3,22,18,2,0,0,0,9,389,78,1,1,0
3,66,9,0,0,0,0,2,0,419,118,1,0,8,31,13,1,0,0,0,5,370,94,0,0,0
4,21,10,0,1,0,0,7,1,368,80,0,-1,2,25,12,2,0,0,0,5,386,114,1,-1,0
2,36,17,1,0,0,0,6,1,317,82,0,1,2,26,13,0,0,0,0,6,318,89,0,0,1
4,22,21,1,0,0,0,6,1,372,75,1,1,3,26,9,1,0,0,0,5,290,85,-1,0,1
2,30,11,0,0,0,0,9,1,316,70,-1,-1,1,21,19,2,1,0,0,4,349,92,1,0,0
2,25,8,0,0,0,0,7,0,329,84,0,-1,3,31,15,2,0,0,0,5,324,87,0,0,0
6,32,15,2,0,0,0,8,0,385,90,1,0,0,21,9,0,0,0,0,6,355,75,0,-1,1
3,24,6,1,0,0,0,3,0,346,94,-1,-1,2,20,7,1,0,0,0,5,315,88,-1,-2,0
4,22,17,0,0,0,0,8,0,311,86,2,0,8,36,16,1,1,0,0,10,371,102,1,1,1
7,40,23,0,0,0,0,4,1,333,80,1,2,7,46,20,1,0,0,0,13,284,75,0,1,1
3,32,11,0,0,0,0,7,0,367,72,0,0,2,28,15,2,0,0,0,5,377,78,1,0,0
2,26,4,0,0,0,0,6,0,341,118,-1,-1,3,41,11,2,0,0,0,10,322,74,-1,-1,1
5,24,12,1,0,0,0,4,1,326,84,-1,0,3,30,7,0,1,0,0,8,349,80,-1,-1,0
2,35,9,1,0,0,0,7,0,384,72,0,-1,7,23,9,1,0,0,0,5,398,88,1,0,0
1,19,9,0,0,0,0,7,0,325,98,-1,-1,5,33,16,2,0,0,0,7,302,93,0,1,0
0,36,8,0,0,0,0,5,0,345,78,-1,-1,3,29,17,1,1,0,0,9,386,67,1,0,0
9,200,11,0,0,0,0,6,1,328,86,-1,0,8,22,12,2,1,0,0,10,369,106,1,0,0
3,26,12,1,0,0,0,9,1,293,104,-1,0,4,17,13,0,0,0,0,3,362,64,0,0,0
3,27,17,1,0,0,0,3,1,391,105,2,1,2,89,9,0,0,0,0,9,326,58,0,2,1
5,30,15,1,0,0,0,10,0,360,106,1,1,1,21,13,1,0,0,0,7,364,90,0,0,0
1,22,9,0,0,0,0,7,1,370,82,0,0,3,26,8,0,0,0,0,5,333,96,-1,-1,1
5,26,8,1,0,0,0,9,1,308,72,-2,-1,6,29,23,1,1,0,0,3,374,87,1,1,0
0,19,25,2,1,0,0,5,1,366,88,1,1,4,19,15,0,0,0,0,6,288,76,-2,0,1
0,21,13,2,0,0,0,7,1,343,77,0,-1,3,17,11,0,0,0,0,4,349,90,-1,-1,1
2,18,9,0,0,0,0,7,1,379,76,-1,1,4,127,15,2,0,0,0,11,365,96,2,1,0
3,17,18,1,1,0,0,5,0,329,108,0,0,1,24,17,1,0,0,0,7,310,72,-1,1,1
2,25,12,2,0,0,0,4,0,313,99,-1,0,2,25,11,0,0,0,0,9,308,76,-2,-1,1
3,17,17,1,0,0,0,5,0,358,112,0,0,1,25,15,0,0,0,0,2,326,108,1,0,1
3,34,9,0,0,0,0,6,1,339,73,-1,0,1,23,15,1,0,0,0,6,371,115,1,1,0
3,27,21,1,0,0,0,8,1,371,94,2,1,6,38,12,1,0,0,0,3,339,80,-1,0,1
3,21,19,2,0,0,0,8,1,276,80,-1,1,1,21,13,0,0,0,0,4,340,82,-1,1,1
1,164,22,1,0,0,0,4,0,320,90,1,1,2,24,13,1,0,0,0,8,365,81,0,0,1
0,23,9,1,0,0,0,4,0,357,76,0,-1,5,28,12,1,0,0,0,3,384,84,1,-1,1
6,28,27,1,0,0,0,4,1,275,76,0,3,1,19,13,1,0,0,0,9,271,82,-2,0,1
2,26,8,0,0,0,0,2,0,364,76,-1,0,4,38,15,2,1,0,0,9,346,94,0,0,0
6,32,14,1,0,0,0,11,0,335,83,0,1,6,38,15,0,0,0,0,5,355,76,-1,1,1
3,22,13,0,0,0,0,5,1,313,80,-1,1,5,52,18,1,0,0,0,4,354,87,1,2,0
3,19,11,1,0,0,0,3,1,412,77,1,0,3,27,11,1,0,0,0,6,387,82,1,0,0
10,37,5,0,0,0,0,11,0,325,76,-2,-1,3,24,18,1,0,0,0,3,387,114,1,1,0
1,20,6,0,0,0,0,6,0,347,70,0,-2,3,23,10,1,0,0,0,5,382,110,1,0,0
2,20,18,0,0,0,0,9,1,297,62,0,2,3,200,13,1,1,0,0,2,368,100,0,1,0
2,24,9,1,1,0,0,10,0,351,98,-1,-1,3,30,14,1,0,0,0,2,320,90,-1,0,0
4,132,9,0,0,0,0,2,0,368,82,0,0,4,28,8,2,0,0,0,11,306,104,-1,0,1
8,29,15,0,0,0,0,6,0,324,70,-1,1,3,18,11,1,0,0,0,3,341,94,0,0,0
3,26,10,0,0,0,0,8,0,315,86,-1,0,1,21,18,2,0,0,0,1,403,104,2,2,0
2,26,21,0,0,0,0,6,1,347,87,0,1,5,23,10,1,0,0,0,5,317,71,-2,1,0
2,26,14,1,1,0,0,4,1,389,98,2,1,5,19,7,1,0,0,0,5,342,84,-1,-1,1
2,26,9,0,0,0,0,8,0,373,78,0,0,4,40,18,1,0,0,0,10,381,114,2,2,0
2,149,22,2,0,0,0,8,0,364,68,2,1,7,78,18,0,0,0,0,10,333,70,-1,2,1
2,25,7,0,0,0,0,13,0,295,66,-2,-2,1,15,26,2,0,0,0,3,425,113,3,3,0
7,30,15,0,0,0,0,6,0,318,100,1,1,2,26,12,2,0,0,0,5,360,88,-1,1,0
5,30,25,1,1,0,0,6,1,343,108,1,2,4,25,9,0,0,0,0,11,320,80,-1,0,1
1,28,12,0,0,0,0,10,0,318,94,0,0,4,23,18,1,0,0,0,3,333,94,0,2,1
5,28,14,0,0,0,0,4,0,343,69,1,1,1,55,15,2,0,0,0,3,302,71,0,1,1
5,24,7,1,0,0,0,6,0,382,72,-1,-1,6,33,12,1,0,0,0,5,345,99,0,-1,0
5,32,14,2,0,0,0,5,1,325,96,-1,0,4,28,7,0,0,0,0,7,360,87,0,-1,1
3,31,15,1,0,0,0,9,1,384,74,0,0,5,30,9,0,0,0,0,7,331,90,0,-1,1
1,22,14,1,0,0,0,4,0,335,70,-1,1,4,56,13,0,0,0,0,8,340,87,0,0,0
2,26,10,0,0,0,0,6,0,371,113,1,0,6,33,14,1,0,0,0,7,371,85,0,-1,0
2,22,11,0,0,0,0,5,1,355,82,0,-1,3,30,12,1,0,0,0,4,380,89,1,0,1
3,29,20,0,0,0,0,9,0,329,60,0,2,2,23,18,2,0,0,0,7,330,88,0,1,1
3,30,13,2,0,0,0,10,0,363,94,1,1,0,21,13,0,0,0,0,6,350,94,1,0,0
2,22,11,0,0,0,0,6,0,287,75,-2,-1,4,24,15,1,0,0,0,1,345,90,0,-1,0
2,21,19,2,0,0,0,3,1,376,96,2,2,2,19,14,0,0,0,0,14,339,84,0,2,1
5,98,9,2,0,0,0,7,1,334,68,-1,-1,5,147,4,0,0,0,0,5,402,104,0,-2,0
5,47,22,0,1,0,0,3,1,369,78,1,2,6,43,12,2,0,0,0,11,294,78,-2,0,1
1,39,16,1,0,0,0,2,1,358,86,1,0,7,53,13,0,0,0,0,10,336,66,0,0,0
4,29,7,0,1,0,0,6,0,370,96,0,-1,1,25,5,1,0,0,0,6,404,90,0,-2,0
4,36,10,0,0,0,0,6,1,384,80,0,0,5,31,10,2,0,0,0,6,407,76,0,-1,1
3,21,14,0,0,0,0,2,0,384,80,1,1,5,26,3,2,0,0,0,6,355,68,-2,-1,1
2,141,12,2,0,0,0,2,1,364,86,0,0,3,24,10,0,0,0,0,4,291,72,-1,0,1
4,30,7,0,0,0,0,4,0,345,100,-1,-1,2,27,7,1,0,0,0,3,412,88,0,-1,0
6,200,11,1,0,0,0,4,0,293,84,-1,0,3,24,9,0,0,0,0,8,363,78,0,-1,0
2,60,14,1,0,0,0,7,0,346,99,2,1,2,42,14,0,0,0,0,6,323,70,1,0,1
5,34,16,1,0,0,0,9,1,326,82,0,0,4,28,19,1,0,0,0,3,322,102,0,2,0
1,25,15,0,1,0,0,10,0,333,82,1,1,4,24,13,2,0,0,0,2,322,64,-2,1,1
6,34,8,1,1,0,0,4,0,342,122,0,1,4,32,14,1,0,0,0,7,366,90,1,0,0
6,29,7,0,0,0,0,8,1,379,81,0,-1,3,39,11,2,0,0,0,4,361,83,0,1,0
2,200,9,0,0,0,0,0,1,365,71,-1,1,4,28,8,1,0,0,0,11,314,95,-1,-1,1
3,23,16,2,0,0,0,8,0,318,88,0,1,1,15,24,0,0,0,0,8,358,80,1,2,0
3,87,13,0,0,0,0,10,1,354,72,0,2,2,27,18,2,0,0,0,7,345,104,3,2,0
2,40,8,1,0,0,0,6,1,420,84,0,-1,6,61,11,0,0,0,0,6,358,112,1,-2,1
0,24,10,1,0,0,0,3,0,347,79,-1,0,7,29,16,0,0,0,0,4,336,66,0,1,0
3,30,12,1,0,0,0,3,1,338,108,-1,1,4,50,15,1,0,0,0,6,348,68,0,1,1
1,22,16,1,0,0,0,5,1,365,86,0,2,2,28,14,1,0,0,0,11,305,76,-1,0,0
2,28,17,1,0,0,0,3,1,356,94,1,1,4,30,15,1,0,0,0,9,357,99,1,1,0
0,22,22,1,0,0,0,8,1,326,87,1,3,2,27,11,0,0,0,0,9,310,84,-1,1,1
9,31,17,1,0,0,0,8,0,277,82,0,0,3,57,14,1,0,0,0,4,342,102,0,0,1
7,28,8,0,0,0,0,7,1,325,94,-1,-1,2,26,16,1,1,0,0,6,329,110,0,0,0
2,20,20,2,0,0,0,7,1,330,78,-1,1,6,28,13,0,0,0,0,10,300,104,-1,-1,1
1,26,19,1,1,0,0,6,0,326,92,0,0,3,33,11,1,0,0,0,8,367,96,0,-1,1
4,200,15,0,0,0,0,2,0,378,90,1,1,6,33,13,2,0,0,0,10,359,94,1,0,1
6,27,21,2,0,0,0,8,1,345,78,0,1,4,22,13,0,0,0,0,5,358,77,-1,0,1
3,23,10,0,0,0,0,5,0,353,90,0,0,3,26,20,0,1,0,0,8,332,87,0,1,0
