blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamMinionsKilled,blueTeamTotalGold,blueTeamXp,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamTotalGold,redTeamXp,redTeamTotalDamageToChamps,blueWin
13,0,0,0,0,9,261,0,-1,19,15,2,0,0,355,89,0,0,1,0
18,1,0,0,0,6,360,2,1,28,18,0,0,0,304,77,1,-1,1,1
13,0,0,0,0,10,357,0,0,30,21,1,0,0,363,84,2,0,2,1
16,0,0,0,0,8,359,0,0,28,12,2,0,0,380,73,0,-1,-1,0
16,1,1,0,0,6,359,0,2,93,7,1,0,0,370,86,-1,0,-1,1
9,2,0,0,0,6,368,-1,0,29,12,0,0,0,329,112,0,0,0,1
13,1,0,0,0,6,323,0,-1,30,13,1,0,0,278,112,-1,-1,-1,1
14,0,0,0,0,10,350,0,-1,23,18,1,0,0,335,90,1,0,0,0
9,0,0,0,0,10,344,-1,0,28,17,1,0,0,379,100,1,1,1,0
16,1,0,0,0,5,369,1,0,22,13,1,0,0,310,86,-1,-1,-1,1
17,1,1,0,0,6,323,1,0,75,13,1,0,0,325,64,0,-1,0,1
11,2,0,0,0,10,346,-1,0,32,14,0,0,0,391,81,1,1,1,0
14,0,0,0,0,9,345,1,-1,18,15,1,0,0,334,125,1,0,0,0
17,1,0,0,0,9,284,0,-1,23,18,1,0,0,358,98,1,1,2,0
12,0,1,0,0,7,372,0,1,24,8,2,0,0,387,80,-1,0,-1,0
22,2,0,0,0,0,363,2,2,130,7,0,0,0,341,74,-1,-2,0,1
17,1,0,0,0,7,321,0,-1,38,18,1,0,0,361,82,2,0,1,0
17,1,0,0,0,6,348,0,1,27,10,1,0,0,372,86,0,0,-1,1
9,0,0,0,0,7,346,-1,-1,24,21,2,0,0,361,104,1,1,3,0
26,2,1,0,0,3,393,2,2,24,5,0,0,0,300,63,-2,-3,-1,1
21,0,0,0,0,7,332,1,0,29,17,2,0,0,315,90,1,0,2,0
18,0,0,0,0,7,326,0,0,25,13,1,0,0,366,76,1,0,0,1
10,1,1,0,0,5,420,0,2,28,4,1,0,0,351,108,-1,-1,-1,1
14,0,0,0,0,6,323,0,0,25,17,1,0,0,360,80,0,0,2,0
21,1,0,0,0,5,334,1,1,30,10,0,0,0,340,67,-1,-1,0,1
17,2,0,0,0,6,324,1,1,200,10,0,0,0,324,86,-1,-1,-1,1
15,1,0,0,0,7,325,0,0,28,14,1,0,0,305,69,-1,-1,1,1
20,0,0,0,0,7,345,1,1,69,14,2,0,0,344,98,0,1,2,0
10,0,0,0,0,4,331,-1,-2,42,17,1,0,0,320,91,0,-1,2,0
18,2,0,0,0,5,355,1,0,48,11,0,0,0,312,95,-1,-1,0,1
9,0,0,0,0,8,345,-1,0,33,13,1,0,0,392,83,1,0,0,0
19,0,0,0,0,5,333,1,0,27,7,2,0,0,335,91,-2,-2,-1,1
10,1,0,0,0,6,345,0,0,28,7,1,0,0,392,80,-1,-1,0,1
7,1,0,0,0,7,334,-1,-1,31,13,0,0,0,369,90,0,0,-1,0
17,2,0,0,0,7,394,1,1,24,4,0,0,0,282,108,-2,-2,-2,1
3,0,0,0,0,2,384,-2,0,29,9,2,0,0,375,66,-1,-1,-2,1
4,2,0,0,0,6,326,-2,-1,22,8,0,0,0,372,88,0,0,-1,0
22,1,1,0,0,4,354,2,1,21,11,1,0,0,296,91,-1,-1,-1,0
18,1,0,0,0,6,388,1,2,34,16,1,0,0,367,78,0,0,0,1
16,0,0,0,0,5,353,0,0,28,6,1,0,0,341,83,-2,-1,-1,1
13,0,0,0,0,8,329,0,-2,30,11,0,0,0,361,73,0,0,0,0
11,0,0,0,0,9,357,0,-1,116,19,0,0,0,385,69,2,1,0,1
19,1,0,0,0,5,323,1,0,30,19,1,0,0,305,78,0,-1,0,1
12,1,0,0,0,9,315,0,-2,33,17,1,0,0,311,76,0,-2,0,1
11,1,0,0,0,3,388,0,1,21,6,0,0,0,340,89,-1,-1,-1,1
18,2,0,0,0,6,366,0,0,18,20,0,0,0,343,102,2,2,0,0
14,1,0,0,0,4,387,1,1,28,9,0,0,0,358,76,-1,0,0,1
10,1,0,0,0,8,348,0,0,30,18,0,0,0,400,95,1,2,1,0
12,1,0,0,0,4,424,0,2,57,5,1,0,0,365,98,-1,0,-2,1
7,1,0,0,0,5,329,-1,0,22,9,0,0,0,374,93,-1,0,-1,0
5,1,1,0,0,6,351,-1,0,26,12,1,0,0,356,106,0,1,0,0
11,0,0,0,0,9,360,0,1,28,14,2,0,0,409,130,1,2,0,0
17,2,1,0,0,6,343,0,0,33,15,0,0,0,327,103,0,0,1,0
14,1,0,0,0,5,338,0,1,28,11,1,0,0,336,88,-1,0,0,1
13,2,0,0,0,6,373,0,0,26,7,0,0,0,338,71,-2,-2,-2,1
10,2,1,0,0,9,334,-1,-1,29,9,0,0,0,339,92,0,-1,-2,1
16,1,0,0,0,6,354,1,2,23,11,1,0,0,346,95,0,-1,0,1
16,1,0,0,0,9,335,0,0,25,13,0,0,0,319,96,0,1,0,0
12,0,0,0,0,6,351,0,0,28,16,1,0,0,332,86,0,0,0,0
6,0,0,0,0,9,335,-1,-3,42,14,1,0,0,370,88,1,0,-1,1
4,0,0,0,0,5,406,-2,0,70,9,2,0,0,394,83,-1,0,-1,1
14,1,0,0,0,6,336,0,1,30,10,1,0,0,419,86,0,1,-1,1
16,1,0,0,0,6,388,1,1,30,13,1,0,0,309,88,0,-1,0,1
10,0,0,0,0,7,362,-1,0,29,9,2,0,0,362,111,0,0,-1,0
10,0,1,0,0,6,340,0,0,38,13,1,0,0,355,56,0,-1,0,1
13,1,0,0,0,7,370,0,0,200,15,0,0,0,368,78,0,1,-1,1
9,2,0,0,0,8,364,-1,0,36,15,0,0,0,383,80,1,1,0,0
18,1,1,0,0,10,360,1,1,29,11,1,0,0,369,72,-1,0,0,1
14,1,0,0,0,6,319,0,-1,32,12,0,0,0,318,78,0,-1,1,0
19,1,1,0,0,7,336,1,2,142,4,0,0,0,332,80,-2,-1,-1,1
18,1,1,0,0,9,281,0,-1,27,19,1,0,0,311,84,1,-1,1,1
13,0,0,0,0,7,395,0,1,27,11,2,0,0,359,99,0,1,0,0
15,1,0,0,0,0,388,1,1,25,5,1,0,0,312,91,-2,-1,-1,1
11,1,1,0,0,5,417,1,1,32,9,1,0,0,313,96,-1,-1,-2,1
8,0,0,0,0,6,400,0,-1,25,17,1,0,0,346,80,0,1,1,1
17,0,0,0,0,8,377,1,1,39,18,2,0,0,347,87,1,0,1,0
14,0,0,0,0,6,338,0,0,33,14,1,0,0,368,97,0,0,1,0
15,1,0,0,0,5,336,0,0,20,6,1,0,0,309,78,-2,-3,-1,1
8,1,0,0,0,6,353,-1,-1,25,11,1,0,0,330,90,-1,0,-1,0
6,0,0,0,0,7,326,-1,-1,35,7,1,0,0,377,78,-1,-1,-1,0
14,2,1,0,0,5,420,1,2,200,6,0,0,0,353,81,-1,0,-1,1
12,0,0,0,0,6,399,1,0,25,9,2,0,0,343,89,-1,-1,0,0
11,2,0,0,0,6,417,0,0,41,11,0,0,0,396,103,1,1,0,1
9,0,0,0,0,6,364,-1,0,28,14,2,0,0,370,104,1,1,0,1
4,0,0,0,0,8,349,-2,-1,24,12,2,0,0,395,112,0,1,-1,0
20,1,0,0,0,6,302,1,0,28,12,0,0,0,312,97,0,-1,0,0
15,2,0,0,0,5,299,0,-1,35,14,0,0,0,340,90,0,0,0,1
12,0,0,0,0,3,357,0,0,28,9,2,0,0,382,76,-1,0,-1,0
8,0,0,0,0,6,342,-1,0,37,6,1,0,0,346,68,-1,0,1,0
12,2,0,0,0,4,385,1,2,37,10,0,0,0,306,68,-1,-1,-2,1
14,1,0,0,0,5,377,1,2,28,14,1,0,0,354,98,0,2,0,1
16,1,0,0,0,2,361,1,1,127,8,1,0,0,321,90,-1,-1,0,1
4,2,0,0,0,5,344,-2,0,22,6,0,0,0,393,88,-1,1,-2,0
10,1,0,0,0,8,347,-1,0,33,13,1,0,0,398,105,1,1,1,0
16,0,0,0,0,5,382,1,2,25,5,2,0,0,351,97,-1,-1,-1,1
16,0,0,0,0,8,359,1,1,33,8,1,0,0,311,88,-1,-1,-1,1
9,1,0,0,0,7,331,-1,0,33,10,0,0,0,371,80,0,0,0,0
14,1,1,0,0,13,340,0,0,29,20,1,0,0,373,77,1,1,1,1
11,1,0,0,0,7,344,0,1,22,9,0,0,0,364,106,0,1,0,1
13,0,0,0,0,3,364,1,0,35,19,1,0,0,378,84,1,1,0,1
16,0,0,0,0,5,361,0,1,30,7,2,0,0,358,86,-1,-1,-1,1
16,0,0,0,0,5,319,0,-1,146,6,2,0,0,302,86,-2,-3,-1,1
12,1,0,0,0,6,331,0,0,30,9,0,0,0,374,78,-1,0,0,1
5,0,0,0,0,7,391,-1,0,31,9,1,0,0,375,84,-1,0,-2,0
11,1,0,0,0,9,325,-1,-1,18,23,0,0,0,349,101,2,2,1,0
25,1,0,0,0,6,323,3,0,28,17,0,0,0,266,80,0,-2,-1,1
18,1,0,0,0,3,363,2,1,28,14,1,0,0,364,96,0,1,0,1
16,2,0,0,0,5,355,1,1,34,9,0,0,0,283,78,-2,-2,-1,1
6,0,0,0,0,12,335,-2,0,27,21,2,0,0,385,96,3,3,1,0
20,1,1,0,0,3,315,1,0,20,12,1,0,0,257,127,-1,-1,0,1
28,1,0,0,0,9,377,3,2,43,10,1,0,0,274,64,-1,-3,0,1
15,1,0,0,0,6,367,0,1,200,12,0,0,0,357,90,-1,1,1,0
21,2,0,0,0,3,325,2,1,23,12,0,0,0,316,90,-1,0,0,1
10,0,1,0,0,9,365,-1,1,65,11,2,0,0,343,90,0,0,1,0
7,0,0,0,0,8,344,-2,-2,29,14,2,0,0,390,76,1,0,0,0
19,2,1,0,0,1,380,1,1,26,12,0,0,0,322,78,0,-1,0,1
10,0,0,0,0,10,301,-1,0,45,19,1,0,0,358,78,1,1,2,0
20,0,0,0,0,9,288,1,0,27,22,1,0,0,294,70,1,-1,2,1
14,1,0,0,0,5,331,0,0,30,15,1,0,0,378,94,1,1,0,0
17,0,0,0,0,6,365,1,0,27,13,2,0,0,313,86,0,-1,1,1
19,2,0,0,0,5,341,1,1,35,13,0,0,0,332,83,0,0,0,1
16,1,0,0,0,7,368,0,0,30,15,0,0,0,355,78,1,1,0,0
22,2,0,0,0,2,354,1,1,200,11,0,0,0,305,85,-1,-1,1,1
10,1,0,0,0,10,322,0,-1,19,17,1,0,0,370,100,1,1,1,0
14,1,0,0,0,6,403,1,1,26,13,0,0,0,299,44,-1,-3,0,1
10,1,0,0,0,7,342,-1,0,25,14,0,0,0,365,84,1,0,1,0
12,2,0,0,0,3,358,0,0,35,5,0,0,0,347,87,-2,-1,0,1
16,1,0,0,0,4,318,0,1,26,9,1,0,0,358,96,-1,0,-1,1
12,1,0,0,0,10,325,0,-1,30,10,1,0,0,373,98,-1,0,-1,0
11,0,0,0,0,5,343,-1,0,25,13,2,0,0,362,104,0,2,0,0
6,1,0,0,0,5,389,-1,1,39,11,1,0,0,414,104,0,2,0,0
11,0,0,0,0,9,315,0,-2,105,19,2,0,0,317,90,2,0,2,0
14,2,0,0,0,9,298,0,-1,28,12,0,0,0,330,89,0,-1,0,0
11,1,0,0,0,8,315,-1,-1,35,17,0,0,0,312,79,0,-1,0,0
12,0,0,0,0,8,380,0,0,74,16,1,0,0,343,82,0,1,0,0
7,1,0,0,0,5,361,-2,0,160,11,1,0,0,354,110,-1,0,-1,0
15,0,0,0,0,9,356,1,1,34,18,1,0,0,374,102,1,1,1,0
5,0,0,0,0,8,353,-1,0,34,14,2,0,0,391,106,0,1,0,1
13,0,0,0,0,5,370,0,0,22,10,1,0,0,292,86,-1,-1,0,1
18,2,0,0,0,2,331,0,0,35,16,0,0,0,303,81,0,0,1,1
9,0,0,0,0,8,290,-2,-1,26,18,2,0,0,377,94,1,2,0,0
10,0,0,0,0,8,351,-1,-1,38,19,1,0,0,359,92,1,1,0,0
11,0,0,0,0,6,345,-1,-1,24,12,2,0,0,355,108,0,0,0,1
18,0,0,0,0,3,355,1,2,22,6,2,0,0,298,94,-2,-1,0,1
9,0,1,0,0,2,368,0,0,30,9,1,0,0,387,89,0,0,-1,0
9,0,1,0,0,6,369,0,1,34,11,1,0,0,362,96,-1,0,-1,1
9,0,0,0,0,5,343,-1,-1,32,15,1,0,0,353,84,1,0,0,0
9,1,0,0,0,3,340,0,0,34,8,1,0,0,354,104,-1,0,-1,1
7,0,0,0,0,13,294,-2,-2,200,18,1,0,0,355,108,2,1,0,0
11,2,0,0,0,10,306,-1,-1,17,19,0,0,0,330,90,1,2,2,0
15,1,1,0,0,6,359,0,1,23,4,0,0,0,346,82,-2,-1,-1,1
10,1,0,0,0,7,336,0,0,97,9,0,0,0,360,77,-1,0,0,0
19,1,1,0,0,5,355,1,1,25,10,0,0,0,339,88,-1,-1,0,1
9,0,0,0,0,8,363,-1,0,16,12,2,0,0,318,84,-1,0,0,1
13,1,0,0,0,5,320,0,-1,48,15,0,0,0,273,73,0,-2,0,0
15,1,0,0,0,3,404,1,1,29,9,1,0,0,379,84,-1,0,-2,1
19,1,0,0,0,10,326,1,0,31,12,1,0,0,340,106,0,0,1,1
15,2,0,0,0,3,363,0,1,32,9,0,0,0,339,106,-1,0,0,1
9,1,0,0,0,7,362,-1,2,33,3,0,0,0,351,74,-2,-1,-1,1
5,0,0,0,0,5,395,-1,-1,27,13,1,0,0,324,104,0,0,0,0
3,0,0,0,0,2,349,-2,-1,29,13,2,0,0,373,82,0,1,1,1
10,1,0,0,0,5,382,0,1,37,11,1,0,0,335,70,-1,0,0,1
2,1,0,0,0,5,385,-2,-1,46,10,1,0,0,342,96,-1,1,0,0
14,2,0,0,0,3,413,0,1,26,4,0,0,0,347,95,-1,-1,-2,0
15,1,0,0,0,7,327,0,0,13,15,0,0,0,400,128,1,2,1,0
7,1,0,0,0,4,375,-1,0,24,10,0,0,0,327,82,-1,1,0,0
15,1,0,0,0,8,363,0,1,22,13,0,0,0,400,110,1,2,0,1
16,0,0,0,0,3,412,2,2,30,16,1,0,0,405,74,1,1,0,1
12,1,0,0,0,6,332,0,0,22,11,1,0,0,361,91,0,0,1,0
15,2,1,0,0,5,339,1,1,32,13,0,0,0,293,82,0,-1,0,1
9,0,0,0,0,4,346,-1,-1,19,10,2,0,0,359,105,-1,0,1,0
15,0,0,0,0,6,335,0,-1,30,15,1,0,0,332,100,0,1,0,1
13,1,1,0,0,2,363,0,0,48,5,1,0,0,338,108,-2,-1,-1,1
26,0,0,0,0,4,345,2,2,57,10,0,0,0,347,86,0,-1,0,1
12,1,0,0,0,5,358,0,0,20,14,1,0,0,361,97,0,1,1,0
18,1,0,0,0,1,346,2,1,19,5,0,0,0,297,84,-2,-2,-1,1
27,1,0,0,0,7,381,3,1,25,17,0,0,0,313,94,1,0,1,1
4,0,0,0,0,6,381,-1,0,19,3,2,0,0,387,86,-1,0,-2,1
11,0,0,0,0,8,355,-1,0,23,11,1,0,0,385,109,0,1,0,1
7,0,0,0,0,11,324,-2,0,24,22,2,0,0,384,104,2,2,1,0
11,0,0,0,0,7,313,-1,-2,59,14,2,0,0,342,84,0,0,0,0
10,0,0,0,0,4,376,0,0,29,13,1,0,0,377,82,0,0,0,1
18,1,0,0,0,11,366,0,1,23,12,1,0,0,386,88,1,0,1,1
14,1,0,0,0,9,385,1,2,199,14,1,0,0,358,80,0,0,0,1
6,0,0,0,0,5,378,-1,-1,29,17,1,0,0,356,102,0,1,0,0
16,0,0,0,0,13,327,1,1,24,12,1,0,0,357,76,0,0,0,1
22,1,0,0,0,2,369,1,1,24,10,0,0,0,356,104,0,0,1,1
12,1,1,0,0,9,357,0,0,166,9,1,0,0,379,105,0,0,-1,1
14,0,0,0,0,4,359,0,1,32,12,1,0,0,365,88,0,-1,0,0
20,1,0,0,0,8,366,1,2,27,6,0,0,0,343,85,-1,-1,1,1
5,1,1,0,0,7,347,-1,0,30,11,0,0,0,382,89,0,1,0,1
18,1,0,0,0,6,338,1,2,60,10,1,0,0,331,71,-1,-1,0,1
14,1,0,0,0,7,363,0,1,24,6,1,0,0,380,80,-1,-1,-1,1
22,1,0,0,0,6,367,1,1,28,11,1,0,0,309,94,0,-1,0,1
19,0,0,0,0,7,345,1,1,132,16,2,0,0,343,78,1,0,2,1
13,0,1,0,0,11,330,1,0,32,13,2,0,0,332,82,0,0,0,0
15,1,0,0,0,4,375,0,1,31,9,0,0,0,372,108,0,0,0,0
15,0,0,0,0,3,312,0,0,15,9,1,0,0,328,80,-1,-1,-1,1
12,0,1,0,0,4,372,0,2,25,9,1,0,0,321,86,-1,-1,-1,1
5,0,0,0,0,10,351,-1,-2,25,23,1,0,0,418,68,2,1,1,0
6,0,0,0,0,4,350,-1,-1,22,14,2,0,0,348,90,0,0,-1,0
4,0,0,0,0,10,356,-2,-1,25,12,1,0,0,399,86,0,1,-1,0
14,0,0,0,0,5,383,1,2,34,16,2,0,0,361,84,0,1,0,0
12,1,0,0,0,6,322,-1,0,35,14,0,0,0,320,76,-1,0,0,0
13,2,0,0,0,6,372,0,0,24,9,0,0,0,364,84,-1,-1,-1,1
13,1,0,0,0,9,390,0,0,20,13,1,0,0,326,84,0,1,-1,1
16,0,0,0,0,2,346,1,1,20,14,2,0,0,297,97,0,0,1,1
33,1,0,0,0,10,355,2,1,27,9,1,0,0,335,88,0,-1,1,1
7,0,0,0,0,4,361,-1,0,93,7,2,0,0,375,90,-1,0,-1,1
13,1,0,0,0,7,394,1,1,102,12,1,0,0,351,81,0,0,0,1
18,2,0,0,0,3,406,2,2,28,4,0,0,0,271,92,-2,-2,-2,1
11,0,0,0,0,10,297,-1,0,29,15,2,0,0,358,80,0,0,1,0
16,1,0,0,0,10,346,1,0,29,24,1,0,0,355,110,3,1,2,1
6,0,0,0,0,5,334,-2,-1,29,17,1,0,0,366,92,0,1,1,0
11,1,0,0,0,2,404,0,2,40,4,0,0,0,357,84,-2,-1,-2,1
17,1,0,0,0,8,309,1,-1,25,16,0,0,0,380,82,2,0,0,1
12,0,0,0,0,4,364,0,0,58,12,2,0,0,320,90,0,0,1,0
19,1,0,0,0,2,356,1,0,30,6,0,0,0,329,77,-2,-2,-1,1
16,2,0,0,0,5,318,0,0,28,17,0,0,0,325,78,0,0,1,0
16,1,1,0,0,3,382,1,0,22,14,0,0,0,333,90,0,0,-1,0
7,0,0,0,0,9,323,-1,-1,29,19,2,0,0,349,109,1,1,2,0
13,1,0,0,0,8,334,0,-1,153,15,0,0,0,381,71,0,0,0,0
23,2,0,0,0,9,339,2,0,22,16,0,0,0,316,72,1,-1,1,1
19,2,0,0,0,7,344,2,0,27,16,0,0,0,378,73,1,-1,0,1
9,2,0,0,0,9,297,-1,-1,26,13,0,0,0,402,104,1,1,0,0
3,0,0,0,0,7,340,-2,-2,27,15,2,0,0,383,92,0,1,0,1
8,1,0,0,0,6,309,-1,0,34,10,0,0,0,338,102,-1,0,0,0
16,2,0,0,0,4,333,0,0,27,5,0,0,0,341,86,-2,-2,-1,1
14,1,0,0,0,11,322,0,-1,162,22,1,0,0,376,88,2,1,0,0
11,2,1,0,0,4,323,-1,0,23,8,0,0,0,350,86,-1,0,0,1
3,0,0,0,0,12,318,-3,-3,21,21,2,0,0,352,84,2,2,2,0
8,0,0,0,0,9,337,-1,-1,25,14,2,0,0,377,82,1,1,1,0
20,1,0,0,0,4,373,2,0,34,12,1,0,0,260,76,-1,-2,0,1
10,2,0,0,0,9,303,-1,-1,39,13,0,0,0,341,87,0,-1,1,1
14,0,0,0,0,7,338,0,0,22,17,2,0,0,286,84,0,0,1,0
18,2,0,0,0,3,350,1,1,200,14,0,0,0,353,78,0,1,0,1
10,0,0,0,0,1,378,0,0,31,12,2,0,0,384,94,0,1,0,1
16,0,0,0,0,6,319,0,-1,200,16,1,0,0,306,74,0,-1,2,0
7,0,0,0,0,4,340,-1,-1,200,12,1,0,0,395,84,0,1,1,0
20,2,0,0,0,6,367,2,1,25,7,0,0,0,332,70,-1,-2,-1,1
3,1,0,0,0,5,354,-2,-1,199,14,1,0,0,386,70,0,1,0,0
9,0,0,0,0,14,283,-1,-3,200,22,2,0,0,361,95,3,1,2,0
13,2,0,0,0,4,362,0,0,200,11,0,0,0,341,78,-1,-1,-1,1
12,2,0,0,0,9,357,-1,0,24,9,0,0,0,382,96,-1,-1,-1,1
15,0,0,0,0,3,354,0,1,200,13,2,0,0,336,74,0,0,1,0
10,0,0,0,0,6,378,0,-1,25,15,1,0,0,334,64,0,0,1,0
26,2,0,0,0,1,360,2,1,26,11,0,0,0,274,90,0,-2,0,1
13,1,0,0,0,9,320,0,0,200,15,1,0,0,391,82,0,0,1,0
12,0,0,0,0,11,355,0,1,200,15,2,0,0,352,64,1,0,1,1
15,2,0,0,0,6,367,1,0,69,11,0,0,0,370,92,-1,0,0,1
19,0,0,0,0,4,330,1,1,22,11,2,0,0,268,90,-1,-1,0,1
13,2,0,0,0,12,306,-1,-1,31,20,0,0,0,334,90,2,0,1,0
25,1,1,0,0,3,355,1,1,27,9,0,0,0,364,94,0,-1,1,1
18,1,1,0,0,9,356,1,1,31,14,1,0,0,340,72,0,-1,0,1
24,2,0,0,0,5,339,2,-1,33,12,0,0,0,305,74,0,-1,-1,1
19,2,0,0,0,3,389,2,1,26,7,0,0,0,263,72,-2,-2,-1,1
13,0,0,0,0,7,378,0,1,24,14,1,0,0,371,96,1,1,-1,0
11,1,0,0,0,8,284,-1,0,98,19,0,0,0,327,92,1,0,2,1
9,0,0,0,0,9,332,-1,-1,34,21,2,0,0,347,98,1,1,1,0
21,1,0,0,0,5,373,2,3,28,11,1,0,0,307,80,-1,-2,0,1
10,0,0,0,0,10,349,0,-1,27,15,2,0,0,370,98,1,1,0,0
13,1,1,0,0,5,365,0,0,30,2,1,0,0,366,80,-2,-1,-2,1
15,1,0,0,0,8,355,0,1,26,12,1,0,0,335,74,0,-1,1,1
12,1,1,0,0,6,327,0,-1,80,14,0,0,0,305,62,0,-1,-1,1
10,0,0,0,0,8,312,-1,-1,27,15,2,0,0,377,95,1,1,0,0
14,0,1,0,0,5,306,0,0,36,16,2,0,0,317,67,0,-1,-1,0
13,1,0,0,0,5,353,0,1,44,13,1,0,0,315,93,0,0,0,0
12,1,0,0,0,4,327,0,0,112,13,0,0,0,322,80,0,0,0,0
19,1,0,0,0,5,355,2,0,32,16,0,0,0,317,96,0,1,1,1
25,2,0,0,0,3,408,3,1,27,5,0,0,0,332,60,-2,-2,-1,1
10,0,0,0,0,6,340,-1,-1,142,14,2,0,0,311,86,0,1,0,0
8,1,0,0,0,8,386,-1,1,24,8,1,0,0,378,88,0,0,-1,0
18,2,0,0,0,7,382,1,2,63,6,0,0,0,394,84,-1,0,-1,1
27,1,0,0,0,4,358,2,3,64,15,0,0,0,342,82,1,0,-1,1
18,1,1,0,0,4,349,1,1,22,9,0,0,0,358,78,-1,0,0,1
21,1,1,0,0,5,379,2,2,44,3,1,0,0,348,88,-2,-1,0,1
19,1,0,0,0,7,318,2,0,22,23,1,0,0,321,99,2,1,1,0
6,1,0,0,0,5,362,-1,-1,19,15,1,0,0,373,102,1,2,1,0
17,1,1,0,0,7,375,1,2,26,6,1,0,0,338,96,-1,-1,-1,1
19,0,0,0,0,8,327,0,0,22,10,1,0,0,289,94,-2,-1,-1,0
16,1,0,0,0,9,313,1,-1,25,17,1,0,0,346,101,1,1,0,0
14,1,0,0,0,7,350,1,0,30,12,1,0,0,334,78,0,-1,0,0
10,1,1,0,0,8,380,0,1,38,5,0,0,0,368,100,-1,0,-1,1
13,2,0,0,0,3,376,0,1,28,3,0,0,0,363,86,-2,-1,-2,1
17,0,0,0,0,2,390,1,1,26,8,1,0,0,285,100,-1,-1,-1,1
20,2,0,0,0,12,320,0,0,23,11,0,0,0,283,88,-1,-1,-1,1
9,0,0,0,0,10,297,-1,-1,19,20,1,0,0,392,90,1,1,1,0
16,1,0,0,0,7,322,1,-1,28,18,1,0,0,347,76,0,0,1,1
3,1,0,0,0,5,371,-2,0,32,11,1,0,0,377,96,0,1,-1,0
6,2,0,0,0,9,359,-1,0,84,2,0,0,0,374,82,-2,0,-1,1
18,0,0,0,0,4,330,0,0,28,18,1,0,0,349,80,1,1,1,1
18,2,0,0,0,6,328,1,0,29,10,0,0,0,291,62,-1,-1,-1,1
16,1,0,0,0,8,333,1,0,22,13,0,0,0,310,72,-1,-1,-1,1
19,1,0,0,0,4,371,1,2,26,9,0,0,0,344,59,-1,-1,-1,1
4,1,0,0,0,10,388,-1,-1,28,11,1,0,0,384,96,1,2,-1,0
5,1,0,0,0,6,383,-1,0,41,12,0,0,0,422,72,0,1,0,1
11,1,0,0,0,7,348,-1,-1,30,16,0,0,0,345,84,1,0,1,1
21,2,0,0,0,5,344,1,2,102,5,0,0,0,325,64,-2,-2,0,1
12,2,0,0,0,2,361,0,-1,25,17,0,0,0,325,77,0,-1,1,0
12,2,0,0,0,4,367,0,0,20,13,0,0,0,352,74,0,0,0,0
22,0,1,0,0,7,268,1,1,27,17,1,0,0,339,89,1,0,2,0
15,0,0,0,0,8,330,0,-1,44,19,2,0,0,348,72,1,1,1,0
12,0,0,0,0,7,368,0,1,32,6,1,0,0,393,90,-1,0,-1,1
10,0,1,0,0,9,313,0,0,33,6,2,0,0,372,81,-1,0,-2,1
13,0,1,0,0,10,326,0,0,24,17,2,0,0,353,104,1,1,1,1
10,1,0,0,0,2,348,-1,0,27,6,1,0,0,361,102,-1,-1,-1,0
15,1,0,0,0,0,397,1,2,63,8,0,0,0,405,80,-1,0,0,1
10,1,1,0,0,10,344,-1,-1,29,9,0,0,0,317,72,-1,-1,-1,0
10,1,1,0,0,6,384,0,0,28,10,1,0,0,328,112,0,-1,-2,1
10,2,0,0,0,7,361,0,-1,30,8,0,0,0,382,96,-1,-1,-2,1
6,0,0,0,0,8,327,-2,-1,25,14,2,0,0,361,92,1,0,-1,1
18,0,0,0,0,3,359,1,1,25,17,1,0,0,305,82,0,0,2,1
9,1,0,0,0,2,365,-1,1,50,5,1,0,0,377,108,-1,1,-1,1
5,1,0,0,0,8,319,-2,-1,31,6,1,0,0,344,97,-1,-1,-2,1
10,0,1,0,0,5,381,-1,1,24,5,2,0,0,356,93,-2,-1,-2,0
11,1,0,0,0,4,338,-1,1,26,11,1,0,0,304,85,-1,-1,-1,1
11,0,0,0,0,8,314,-1,-1,27,14,1,0,0,333,78,0,0,1,0
7,0,0,0,0,5,380,-1,0,32,13,1,0,0,341,108,0,1,0,1
10,1,0,0,0,4,364,0,0,23,12,1,0,0,355,86,0,1,0,1
9,2,0,0,0,5,322,-1,-1,200,19,0,0,0,351,78,1,0,1,1
14,1,0,0,0,8,341,0,0,24,9,1,0,0,396,113,0,0,-1,1
15,0,0,0,0,7,339,0,0,31,12,1,0,0,337,82,0,-2,0,1
19,1,0,0,0,8,334,1,1,26,6,0,0,0,316,96,-1,-1,-1,1
16,0,0,0,0,4,364,1,1,20,13,1,0,0,373,101,0,0,0,1
12,1,1,0,0,4,341,0,0,29,11,1,0,0,314,94,-1,-1,-1,1
17,2,0,0,0,7,360,1,1,22,10,0,0,0,297,84,-1,-1,-1,1
9,2,0,0,0,7,389,0,-1,39,4,0,0,0,364,98,-2,-1,-1,1
9,0,0,0,0,12,277,-1,-2,21,19,2,0,0,348,106,2,1,1,0
5,0,0,0,0,5,375,-1,-1,29,8,1,0,0,397,107,-1,1,-1,0
7,0,0,0,0,5,368,-1,0,36,15,2,0,0,418,106,0,1,0,0
