blueTeamFirstBlood,blueWin,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
1,0,-1,0,-1,0,0,-2,2,-14,-32
0,1,1,0,0,0,-5,-2,-6,92,52
0,0,-2,0,-1,0,-22,-3,3,-19,-26
0,0,-1,0,-2,0,-113,1,4,-75,-26
0,1,-2,0,-1,0,-331,2,0,1,8
1,1,1,0,1,0,-34,3,-10,36,-5
1,1,0,1,1,0,32,-4,-7,16,14
1,1,-2,0,0,0,4,-1,3,0,20
1,0,0,0,-1,0,8,1,7,-34,-32
1,0,-1,0,0,0,-102,2,0,11,-1
0,0,-1,0,1,0,1,2,-9,33,-15
1,0,1,0,-1,0,4,-2,1,-47,-26
0,1,-1,0,-2,0,1,0,5,25,-2
0,0,-1,0,2,0,-7,2,-5,-14,-4
0,0,-1,0,-1,0,-4,-2,-1,86,-4
1,1,-2,0,0,0,-4,-3,4,-1,11
0,1,-2,-1,1,0,4,-2,1,-20,3
0,0,1,1,0,0,21,6,3,-54,49
1,1,0,0,-1,0,-3,1,1,-19,26
1,1,2,0,1,0,-11,-2,-3,62,-16
1,0,0,0,1,0,-36,2,-4,48,20
0,0,-1,-1,-3,0,-3,-4,5,-52,-20
1,0,-2,0,-2,0,-6,-2,7,-54,-16
0,1,-1,0,2,0,-30,-1,-10,14,17
0,1,1,0,-2,0,1,2,0,19,16
1,0,0,0,-1,0,3,-1,4,-44,-5
0,0,0,0,-3,0,1,1,6,-49,-33
0,0,-2,0,-2,0,3,2,3,-20,-20
1,0,0,0,0,0,251,0,3,-32,-16
0,0,2,0,-2,0,117,1,-3,41,5
1,1,0,0,0,0,-1,-1,2,35,16
1,0,0,0,2,0,5,5,-5,-7,-12
1,1,-1,0,-2,0,10,4,-2,-48,-46
0,0,-2,0,-2,0,5,1,4,-41,-6
0,0,-2,0,-2,0,-5,-1,6,-63,-4
1,1,-1,0,2,0,-21,-4,-14,67,28
0,0,-2,0,0,0,-8,-4,1,23,-17
0,1,0,0,0,0,0,1,-6,-5,6
1,1,0,0,-2,0,0,-3,1,-33,7
0,1,1,0,2,0,-28,3,-9,7,18
0,1,-2,0,-2,0,5,-1,5,-27,-17
0,0,0,0,-1,0,9,1,4,5,-25
0,1,2,0,2,0,7,2,-2,23,51
0,0,-2,0,-3,0,-6,-3,5,-74,-28
0,0,0,0,-1,0,-6,-4,2,-19,1
0,0,0,-1,-3,0,-5,-1,4,-51,-32
1,0,0,0,1,0,2,-1,-6,65,-9
0,0,-1,0,-3,0,0,-1,2,-45,-2
0,1,1,0,-1,0,6,0,2,-35,20
1,1,0,1,2,0,11,-3,-4,-18,32
0,0,-2,0,-1,0,5,0,7,-41,-22
0,0,-1,0,0,0,391,-2,0,52,-23
1,1,-1,0,0,0,-3,-4,0,22,-16
0,0,-2,-1,-1,0,-7,-1,0,14,-18
1,0,-1,-1,-1,0,-2,-7,1,-32,-40
0,1,0,1,-1,0,0,0,3,-1,14
1,0,0,0,-1,0,-1,3,1,22,-24
0,0,0,0,1,0,10,4,4,-22,18
1,0,1,0,-1,0,2,4,-4,-78,-8
0,1,0,0,-1,0,9,5,-1,-17,12
1,0,-2,0,-1,0,6,5,3,-17,48
0,1,2,0,1,0,6,-3,-3,66,9
1,1,0,0,0,0,-140,-3,3,18,34
1,0,0,0,0,0,-3,-1,-4,-25,-19
1,0,0,0,-1,0,14,2,2,-27,-39
0,0,0,0,0,0,-9,-6,2,29,9
0,0,0,0,0,0,-3,5,3,27,-4
0,0,0,0,-2,0,-17,1,6,-66,33
0,0,0,0,-1,0,205,7,-2,-43,26
0,0,-1,0,1,0,0,2,-1,-56,-13
0,0,0,0,-3,0,-77,-4,6,-76,-28
1,0,1,0,0,0,3,1,-7,23,-8
0,0,-1,0,-1,0,-349,-1,0,-63,-26
1,1,2,0,1,0,13,2,-5,15,0
0,0,1,0,0,0,0,-2,2,22,-27
1,1,2,1,0,0,-2,-3,2,23,68
0,1,0,0,-1,0,-11,4,2,-16,29
0,0,-2,0,-2,0,-10,-6,3,-1,-30
1,1,0,-1,1,0,-2,-3,3,35,18
0,1,0,0,1,0,0,0,-5,25,-16
1,0,2,0,-1,0,-4,0,4,-60,-16
1,0,2,0,0,0,-10,0,-2,25,6
0,0,0,0,0,0,9,5,1,-26,16
1,1,2,0,3,0,4,-1,-1,38,8
1,1,0,1,3,0,176,-3,-9,57,9
0,1,1,0,-1,0,18,2,-7,-12,-4
1,1,1,1,2,0,-132,1,-6,60,-49
0,0,-2,0,-3,0,27,4,3,-31,-22
0,0,-1,-1,0,0,-1,-3,4,18,9
0,0,0,-1,-3,0,5,-1,7,-97,4
1,1,2,1,-1,0,-1,-1,2,37,-19
1,1,2,1,3,0,14,3,-9,3,-4
1,1,0,0,2,0,7,6,-4,43,-11
1,1,-2,0,0,0,-10,-3,5,-22,5
1,1,2,0,-1,0,-30,4,1,39,-12
1,1,1,0,0,0,-2,-3,3,-2,25
0,0,-1,0,-1,0,9,1,1,-31,-5
1,1,0,0,0,0,-6,-3,0,-64,7
0,1,2,0,1,0,-54,-1,-2,-25,1
0,0,0,0,-2,0,24,3,-4,-27,-36
1,1,1,0,2,0,4,-1,0,58,32
1,1,2,0,0,0,-6,0,0,18,26
1,0,-1,-1,0,0,-1,-3,0,-20,-8
0,0,0,1,1,0,-224,1,-1,0,32
0,1,-1,0,0,0,2,1,1,12,-4
1,0,-2,0,0,0,2,-1,1,48,-12
0,0,-2,0,0,0,-8,-8,-1,41,-16
0,0,-2,0,-1,0,-8,-1,0,-15,-20
1,0,2,0,-1,0,-3,-1,2,69,12
0,1,1,0,1,0,-7,-2,-2,15,-8
1,1,2,0,0,0,-112,-3,-1,-9,22
0,1,2,0,2,0,5,-1,-4,86,-17
1,1,1,0,0,0,3,3,3,22,-19
1,1,0,0,5,0,-219,2,-13,64,28
1,1,1,0,1,0,-6,3,-1,43,-3
0,1,0,1,-1,0,-2,0,5,-6,-28
1,0,-2,-1,0,0,0,0,4,-35,5
0,1,-2,0,0,0,-10,-2,6,5,0
0,0,-2,-1,-1,0,-201,0,6,-39,-3
0,0,-2,0,-3,0,-11,-3,6,-92,7
0,1,0,0,0,0,-41,1,0,35,-4
1,1,1,0,-1,0,3,1,-5,43,-28
1,0,-2,-1,0,0,4,0,2,9,-24
0,0,0,0,0,0,-13,-4,5,-31,-4
1,1,-2,1,1,0,5,4,1,-46,36
1,0,1,0,0,0,3,4,3,-3,-7
1,1,2,0,0,0,0,1,2,-50,-52
1,0,0,0,-1,0,4,0,2,-3,16
1,1,0,0,-1,0,-8,-3,1,17,16
1,0,-2,0,-1,0,-1,0,5,-12,14
0,0,-1,0,-1,0,-18,1,-1,-31,-44
1,0,0,0,0,0,317,-4,2,1,-4
0,1,0,1,-1,0,-7,-6,2,2,-20
1,1,0,0,1,0,4,0,-9,49,-7
1,1,-2,0,1,0,1,1,-1,39,-24
0,1,1,0,1,0,-103,0,0,59,-20
0,0,-1,-1,0,0,3,-3,2,33,-28
0,0,-1,0,-1,0,6,-1,-1,-5,-20
1,1,1,0,-1,0,-11,2,1,-37,4
0,0,-2,0,-1,0,-4,-7,1,47,4
1,1,2,0,1,0,10,-1,-4,39,12
0,1,1,0,0,0,-4,1,4,-46,0
1,0,-1,0,-1,0,-5,-1,-5,24,13
1,0,0,0,-1,0,-15,-1,-1,80,4
1,0,0,0,-2,0,-9,-4,9,-20,-20
0,1,0,0,2,0,-7,3,-3,35,3
0,0,2,0,0,0,-66,-4,1,53,-18
0,1,2,0,-1,0,-296,-5,-5,-12,27
0,1,-1,0,0,0,-16,1,1,-31,8
1,0,0,0,1,0,0,-3,-5,32,-4
1,0,-1,0,-2,0,11,1,-1,-38,20
0,0,-2,-1,-1,0,-4,-1,5,-4,-35
0,0,2,-1,0,0,99,0,-3,41,9
0,1,0,0,0,0,-6,0,1,-61,3
1,1,0,0,-2,0,5,-2,2,11,0
0,1,1,0,1,0,13,5,-3,-39,26
0,0,-2,0,-2,0,-7,0,6,-84,-20
1,1,2,0,1,0,121,2,-3,34,-5
0,0,0,1,0,0,-1,1,-2,31,11
0,0,-2,0,-1,0,6,-2,2,-48,-47
1,1,2,0,-1,0,-53,-5,-1,53,-19
1,1,2,0,-1,0,2,0,-2,31,24
1,1,2,1,0,0,-22,-3,1,-13,33
0,0,-1,0,-2,0,8,3,7,-78,-29
1,1,-2,0,1,0,3,1,-4,26,-44
1,1,1,0,-1,0,1,-1,4,9,16
0,0,-2,0,-2,0,-4,-3,0,5,-14
0,0,1,0,1,0,28,1,7,-27,1
1,1,-1,0,0,0,-121,3,0,25,72
0,1,-1,0,1,0,0,0,5,42,3
0,0,0,-1,-1,0,-8,-7,4,-11,14
0,1,2,0,1,0,-2,5,-2,31,12
0,0,-2,0,-1,0,3,-3,8,-28,-7
1,1,0,1,2,0,-11,0,-4,-28,-1
1,1,-2,-1,1,0,-4,3,-5,67,8
0,0,2,-1,1,0,2,5,-1,33,9
1,0,-1,0,0,0,70,0,0,-19,-16
1,1,2,0,1,0,172,1,-1,58,20
1,1,2,1,1,0,151,5,0,16,12
0,1,0,0,-1,0,-265,-5,5,-31,-21
1,1,0,0,0,0,-11,-1,3,-32,0
1,1,0,0,0,0,-140,4,4,8,27
1,1,1,1,1,0,6,-2,-6,8,19
1,1,1,0,1,0,-78,0,2,58,-24
0,0,-2,0,-1,0,-299,-2,5,-55,4
1,1,1,0,-1,0,5,-1,4,28,-12
0,1,-2,0,-1,0,7,-5,0,3,-15
1,1,1,0,2,0,-41,1,-2,31,17
0,1,2,0,-1,0,-3,-2,1,29,7
1,0,0,0,0,0,-1,2,-4,18,-60
0,0,-1,0,-2,0,-8,-5,3,-33,-4
1,1,1,0,-1,0,-11,-3,-3,44,-32
0,0,0,0,0,0,-2,-2,0,-16,12
1,0,0,0,-1,0,3,-4,7,-47,-16
0,1,1,0,3,0,38,2,-4,67,41
0,0,0,0,-1,0,-1,-2,0,-33,-4
1,1,-1,-1,0,0,-3,3,0,39,31
1,1,-2,0,1,0,-7,-4,-2,-16,17
1,0,-2,0,-1,0,-2,0,-1,-67,-25
0,0,-2,1,-1,0,18,2,6,-38,4
1,1,2,0,0,0,3,4,0,30,3
1,1,-2,0,0,0,-148,2,1,49,12
0,0,-2,1,0,0,4,1,-8,-30,16
1,1,0,0,-1,0,-3,-3,6,-63,-16
0,1,-1,0,0,0,-3,0,-3,32,-24
1,1,1,0,1,0,4,5,-3,48,-22
1,1,0,-1,-1,0,-9,0,-1,30,24
0,0,-2,-1,-2,0,21,3,6,-89,-58
1,0,1,1,-1,0,4,2,0,7,-12
0,0,0,0,-3,0,4,-1,9,-88,28
0,0,-2,0,1,0,-117,-2,-3,-10,8
0,0,0,0,-1,0,4,4,5,21,12
1,0,-1,0,-1,0,-1,2,-6,14,29
1,1,0,0,4,0,-1,0,-7,67,44
1,1,0,0,0,0,-62,4,-5,42,47
0,0,-1,0,-3,0,17,3,6,-87,8
0,0,0,0,-1,0,-17,0,3,-54,24
1,1,2,0,1,0,-11,3,-1,36,25
0,0,-1,0,-1,0,66,-3,5,-10,-37
1,1,1,1,0,0,15,0,-1,34,-18
0,0,0,0,0,0,-47,2,6,-25,-4
0,1,0,0,-1,0,-219,1,5,-44,12
0,1,0,0,0,0,-84,-1,-2,26,8
1,0,-1,0,-1,0,27,0,-1,-52,11
0,0,-2,0,-1,0,-2,-2,4,-58,3
1,0,0,0,0,0,-9,-1,3,-94,12
1,1,2,0,-1,0,5,1,-2,38,39
0,1,0,0,1,0,9,-1,-2,17,-32
0,1,1,1,2,0,16,0,-1,0,102
0,0,-2,0,-1,0,13,-2,4,-12,-1
0,1,0,0,-1,0,-53,1,3,7,-48
0,0,-2,0,-2,0,-3,2,6,-49,3
0,0,0,0,1,0,8,-1,-3,34,-41
0,0,-2,-1,-1,0,19,-7,6,-13,2
0,0,0,0,0,0,182,0,3,-43,-4
1,1,0,0,2,0,16,-1,-5,41,19
1,1,2,0,-1,0,22,-5,-4,-45,23
1,0,-2,0,-2,0,-1,0,4,-39,-48
1,0,0,0,-1,0,4,4,6,-12,15
0,0,0,-1,-1,0,-9,-4,-3,-43,16
0,0,0,0,-1,0,4,3,3,25,-24
0,0,1,0,0,0,14,3,0,-5,-37
1,1,2,0,0,0,1,0,8,-56,19
0,0,0,0,-1,0,-4,2,1,-29,-14
0,0,0,-1,-1,0,-81,0,5,21,-24
1,1,0,-1,2,0,99,-3,-2,56,-21
1,1,2,0,1,0,4,-1,-9,44,36
0,0,2,0,0,0,-13,0,5,-18,15
0,0,0,0,0,0,-10,0,4,-56,30
0,1,-2,0,0,0,-16,-2,2,-28,15
1,1,-1,1,-1,0,0,-2,2,17,-12
0,0,2,0,1,0,5,-1,1,-5,-16
1,1,2,0,1,0,0,3,0,23,8
1,0,-2,0,0,0,14,-4,1,-36,-32
0,0,0,0,-1,0,-7,3,6,-74,-24
1,0,-2,0,-2,0,-2,-2,3,-34,-27
0,1,0,0,-1,0,-135,1,6,-15,0
0,0,0,0,-2,0,2,-3,-2,6,26
1,1,-2,0,0,0,-114,1,2,-14,18
1,0,1,0,0,0,8,8,4,-17,5
0,0,-1,-1,0,0,4,1,1,23,19
0,1,2,0,0,0,-384,6,3,31,-11
1,1,2,0,-1,0,294,2,7,-18,2
0,0,-2,0,-1,0,-29,1,5,20,1
0,1,-1,0,1,0,-7,-2,2,-5,20
0,0,-2,-1,1,0,-28,0,2,77,-52
1,0,-1,0,-3,0,-9,0,4,-79,0
1,0,-1,0,-2,0,-4,1,6,-50,-4
1,1,2,-1,0,0,1,0,2,-11,8
0,0,1,1,1,0,-10,3,1,33,24
1,1,0,0,2,0,28,1,0,-6,21
1,0,0,0,2,0,148,1,-2,19,5
1,1,0,0,2,0,10,2,-1,56,7
1,1,1,0,-1,0,-1,2,0,-28,10
1,1,0,0,1,0,-7,-2,1,51,24
0,1,-2,0,0,0,-70,2,5,42,-34
0,0,-2,0,0,0,10,4,1,-21,-50
0,0,-1,0,1,0,2,2,-2,-22,20
1,0,-1,0,0,0,1,-5,-7,22,-7
1,0,-1,0,-2,0,1,1,0,33,-14
0,1,2,0,0,0,-6,-3,2,-38,13
1,1,0,0,2,0,0,3,-10,27,-3
0,1,0,0,0,0,3,-1,5,-16,-17
1,1,1,0,1,0,20,2,0,55,31
0,1,-2,0,1,0,3,1,-5,56,24
1,1,1,1,-2,0,-107,2,-3,54,24
1,0,-1,0,1,0,12,6,-3,36,-20
0,1,-2,0,0,0,-26,-3,0,-43,9
0,0,1,0,-1,0,5,-1,1,-4,-4
0,0,-1,-1,-3,0,4,0,8,-51,-34
1,0,-2,0,-2,0,1,-2,-1,-45,-21
0,0,-2,0,0,0,-60,5,-3,-35,-12
0,0,0,-1,1,0,-1,-2,3,40,19
1,0,-2,0,0,0,-68,3,3,-11,-46
0,0,2,0,-1,0,-21,-2,2,16,20
1,0,0,0,-1,0,-7,-3,4,-18,-24
0,1,2,0,-1,0,-4,-2,-2,102,44
0,1,0,0,1,0,101,-2,-3,63,13
1,1,-2,0,0,0,-4,0,-4,35,-1
1,1,0,0,1,0,-112,1,0,78,4
1,0,1,0,0,0,5,4,-2,62,-8
0,0,0,-1,-3,0,-5,-3,9,-44,-8
0,0,-1,0,-1,0,0,2,7,-40,-21
1,1,-2,0,1,0,14,0,-2,-14,-16
1,0,-2,0,-2,0,10,4,6,-65,-12
0,0,0,0,-2,0,-3,-3,-5,10,32
0,1,2,0,0,0,-5,-2,2,-48,9
0,1,0,0,0,0,10,4,-3,3,2
0,0,0,0,-1,0,-14,-7,2,1,4
1,1,1,0,0,0,-1,-1,3,27,-29
0,0,-1,0,0,0,3,0,-2,52,-2
0,0,1,0,-1,0,-13,-4,2,-18,13
1,1,1,0,-1,0,4,2,-1,25,-18
0,1,2,0,2,0,-3,-2,-1,74,20
0,1,2,0,1,0,5,2,-4,-58,-16
0,0,0,0,-3,0,-7,-5,-2,-11,-20
0,0,-2,0,0,0,-1,0,7,-64,-20
1,0,0,1,1,0,-1,1,-4,44,31
1,1,2,0,-2,0,1,1,-1,52,3
1,1,0,-1,1,0,-10,-3,-4,-72,0
1,1,-1,0,-1,0,-13,-4,-2,32,24
0,0,2,0,0,0,-6,0,1,-30,20
1,0,-2,1,-2,0,-69,3,-3,40,-9
0,0,-2,0,-3,0,-11,-3,9,-78,-63
0,0,-2,0,0,0,225,3,2,-8,-39
0,0,2,0,0,0,2,-4,3,-17,-8
0,1,-2,0,-2,0,-1,-1,9,-8,-12
0,0,-2,-1,-3,0,5,0,5,-27,-35
1,0,-2,0,-2,0,9,-3,2,25,11
0,1,2,0,-2,0,-2,0,-4,13,-17
1,1,2,0,-1,0,3,-3,2,-98,10
0,1,0,0,2,0,5,3,-3,38,-12
0,1,-2,0,0,0,144,-1,4,2,-8
0,0,0,0,1,0,-4,-2,1,45,8
1,1,2,0,-2,0,0,-2,6,-17,-21
1,0,-1,0,2,0,-9,2,-3,28,-46
1,1,-2,0,0,0,-7,-2,-7,37,19
1,1,1,-1,0,0,-56,1,2,3,-8
0,1,-2,0,1,0,2,0,5,54,-37
1,0,0,0,-1,0,-1,3,0,-53,-27
1,0,-2,0,-1,0,-4,-2,1,40,-8
0,0,-1,1,-1,0,-4,0,6,-76,16
0,0,-1,0,-1,0,-5,1,0,14,-7
1,1,2,-1,0,0,119,-1,4,-49,10
1,0,-2,0,-3,0,-5,-2,6,-72,-22
1,1,0,1,0,0,8,3,3,9,20
1,0,2,0,-1,0,3,-3,5,-13,0
1,0,1,0,1,0,2,-1,-8,19,-2
0,0,0,0,-2,0,0,-1,2,-49,-36
1,1,-1,0,0,0,-18,-4,-1,26,-25
0,1,-1,1,1,0,-1,1,-6,40,24
0,1,2,0,2,0,-9,1,-4,-8,20
0,1,-1,0,2,0,-8,2,-8,82,-28
0,1,-1,0,0,0,-11,-2,5,-43,-4
0,0,0,-1,1,0,-17,-2,-6,-7,7
1,0,1,0,1,0,-5,3,0,-9,23
0,1,-1,0,0,0,-46,2,1,-26,24
0,0,0,0,-1,0,-11,-4,7,-50,-2
0,0,0,0,-2,0,4,1,3,-5,-23
1,0,-1,0,-3,0,-2,-3,3,-91,-16
0,0,1,0,0,0,-5,-1,1,-21,7
1,0,-2,1,0,0,-6,1,5,-22,-9
1,0,-1,-1,1,0,0,0,-1,8,-4
1,1,0,0,0,0,1,-1,4,-19,-24
0,0,-1,0,-1,0,1,2,3,-50,-20
0,0,-2,0,-1,0,23,2,1,-53,0
1,0,-2,0,0,0,4,-2,4,-15,-48
0,0,-2,0,0,0,-3,0,1,31,0
1,1,0,0,0,0,7,2,5,-42,-16
1,1,-2,0,0,0,118,-3,-7,58,26
1,1,1,0,-1,0,9,3,-5,45,-4
0,1,2,1,-3,0,-49,3,3,-8,24
1,1,-2,0,-1,0,64,-1,-1,-7,10
1,0,-1,0,0,0,-8,-1,0,6,-16
0,0,-1,0,-1,0,103,-2,6,-73,-23
0,0,0,0,0,0,0,1,4,-8,-28
1,0,2,-1,1,0,64,6,1,-40,-8
1,1,1,-1,-1,0,-4,-2,1,-27,19
0,1,0,0,0,0,-18,5,-3,38,11
1,1,-2,0,-1,0,1,-2,-3,20,0
0,1,1,1,1,0,-4,2,-5,8,3
0,0,-1,-1,-3,0,3,-1,5,-64,-36
1,1,2,0,1,0,4,-2,1,38,4
0,1,0,0,-1,0,3,0,4,-53,7
1,0,-2,0,-3,0,-13,4,7,-36,-14
1,0,-1,0,-3,0,9,-4,-1,-29,20
1,0,-2,0,-1,0,7,-3,3,-105,-32
0,0,1,0,0,0,7,-2,2,-54,-20
1,1,-1,0,-1,0,-98,4,3,-22,-20
1,0,0,0,0,0,-6,3,2,49,25
1,0,-1,1,-1,0,21,1,4,27,-5
0,1,-2,0,0,0,-40,4,0,13,0
0,1,1,0,0,0,-14,-1,1,16,0
0,0,1,0,0,0,2,-2,0,15,-2
1,0,-1,0,-3,0,-24,0,-2,22,-8
1,1,1,1,1,0,24,4,-2,3,46
1,0,0,1,0,0,27,0,-1,7,16
0,0,0,0,-1,0,26,5,1,-14,24
1,1,0,1,1,0,-28,-4,1,7,36
1,0,-2,0,-2,0,-27,0,3,-24,-4
1,0,-2,0,1,0,168,-3,0,-18,-24
1,0,0,0,0,0,-31,-4,0,49,-29
1,1,0,-1,1,0,23,-2,-1,12,-25
0,1,1,0,-1,0,-9,4,0,29,25
1,0,0,0,-1,0,-25,0,0,16,-8
1,0,0,-1,-5,0,-12,4,8,-41,12
1,1,-1,0,0,0,10,-3,3,8,-7
1,1,0,0,0,0,207,-2,-1,-8,-23
0,0,0,0,-1,0,8,0,2,-26,-4
1,1,0,1,-1,0,10,2,2,-8,9
0,1,0,-1,1,0,-6,1,-1,-6,4
1,1,2,1,0,0,10,3,-1,66,43
1,0,0,0,-1,0,52,2,5,-97,-15
1,0,1,0,1,0,5,-4,-6,54,24
0,0,-2,0,0,0,6,0,1,10,0
1,0,0,0,-1,0,4,0,-2,-15,-19
0,1,1,-1,1,0,-5,-1,2,-21,18
0,0,-2,0,0,0,1,0,-2,26,-28
0,0,1,0,0,0,-3,2,1,-10,10
1,1,2,-1,1,0,4,2,-2,-41,22
0,0,0,0,0,0,-296,1,4,7,12
1,0,1,0,0,0,2,-2,0,-70,0
0,0,-1,0,0,0,-8,-1,1,-73,-4
1,0,0,-1,0,0,1,2,2,-63,-2
1,0,1,0,-2,0,19,0,0,-20,7
1,0,-1,-1,0,0,-8,-2,-1,-16,-10
1,0,-1,0,1,0,-1,0,-2,-25,-9
0,1,0,0,1,0,1,2,5,-42,-15
1,0,-1,0,0,0,-3,0,0,13,0
1,0,1,0,0,0,0,4,1,-37,22
1,1,0,0,1,0,-5,1,-6,44,43
1,1,2,0,0,0,12,5,1,45,15
0,1,-2,0,-1,0,-13,-2,-1,-32,-4
1,0,-2,0,0,0,-2,2,1,-45,-14
1,0,-1,0,-1,0,-37,5,8,-48,-19
0,0,1,0,-1,0,4,4,-2,33,-7
0,0,-1,0,-1,0,-65,-2,6,-46,3
1,0,-1,0,0,0,-2,-1,-2,13,15
0,1,2,-1,-2,0,14,4,1,-70,-37
1,0,-1,0,1,0,6,0,-3,7,9
1,0,-1,0,0,0,15,1,2,51,16
0,0,-2,-1,-4,0,-5,-2,6,-59,-37
0,1,1,0,2,0,-44,1,4,-10,11
0,1,2,0,3,0,-6,-6,-8,53,-5
0,1,0,-1,0,0,4,1,-1,1,10
0,1,-2,0,-2,0,6,-1,1,-31,12
0,1,0,-1,0,0,-40,-1,3,47,1
0,0,-2,0,-1,0,-194,-5,0,-66,1
0,1,1,0,0,0,-6,-4,1,9,10
0,1,2,0,-1,0,112,2,-1,59,-18
0,0,-2,0,-1,0,-2,1,5,-11,-1
1,0,-1,0,-2,0,-64,3,4,-38,4
0,0,1,0,-3,0,-201,2,7,-50,-32
0,1,-1,0,2,0,-3,-6,-3,3,-2
1,0,-2,-1,1,0,-2,-2,-2,41,-6
1,0,-2,0,0,0,161,-1,1,-28,-12
0,0,-1,1,-1,0,0,-1,7,-23,-12
1,0,-1,0,-3,0,138,1,8,-74,-32
0,1,1,1,-1,0,-9,-3,-5,32,12
0,1,0,0,-1,0,-36,-1,3,-26,37
0,0,-2,1,-1,0,0,-2,7,7,-2
1,0,0,-1,-1,0,75,-1,6,-13,-8
0,1,0,0,-2,0,4,-4,1,-25,24
0,0,-1,0,0,0,0,-2,2,-61,-24
1,0,-2,0,1,0,3,0,-1,2,37
1,0,-2,0,2,0,7,1,3,28,5
1,1,-2,0,2,0,-23,2,-3,32,9
0,0,-2,0,-1,0,-19,-8,2,-21,-12
1,1,-1,0,-1,0,3,6,0,-58,-9
1,0,1,0,1,0,-6,0,-1,9,-15
0,0,-2,1,-2,0,9,7,5,-6,7
1,1,2,0,3,0,-233,5,3,-5,27
0,1,1,0,-1,0,3,3,4,-66,-8
0,0,-1,0,1,0,20,1,2,-5,12
0,1,-2,0,3,0,0,1,-5,24,-9
0,0,0,0,-2,0,4,0,7,-27,-18
0,0,-2,0,2,0,-1,0,-4,47,-5
0,1,-2,-1,1,0,1,-3,-3,20,-12
1,1,-2,0,2,0,0,-1,-1,28,4
1,0,-1,1,1,0,29,-1,-6,-13,4
0,0,-2,0,1,0,-8,-4,1,-28,-16
1,0,-2,0,-2,0,2,-1,5,9,3
1,1,0,0,-1,0,-4,-1,3,29,4
1,0,-2,0,-2,0,2,-3,5,-46,-12
0,1,2,0,1,0,-20,-2,-4,48,28
0,0,0,0,-2,0,-5,-5,-1,-30,-26
1,0,-2,-1,0,0,-6,1,6,5,-21
1,1,1,1,-1,0,-2,2,-3,62,25
1,1,-1,0,-1,0,0,2,0,81,0
1,0,-2,0,2,0,-6,-1,-5,-3,-2
0,0,2,0,1,0,-1,0,9,-16,-20
0,0,0,0,0,0,-3,-6,5,-42,-24
1,0,-1,0,-1,0,2,1,4,67,-16
1,0,-2,0,-3,0,10,2,0,-12,-31
1,1,0,0,-1,0,50,3,2,6,-29
1,0,-2,1,0,0,2,0,1,-32,8
1,0,2,1,0,0,4,2,4,-9,0
0,0,1,0,0,0,-7,-2,1,-3,-25
0,0,0,-1,0,0,135,2,-2,34,-12
1,0,-1,0,-2,0,3,-2,2,-50,-4
1,1,1,0,2,0,1,1,-6,-44,-11
1,0,0,0,0,0,3,-1,-2,35,50
0,1,2,0,0,0,10,8,2,-3,1
1,0,-2,0,0,0,-1,0,4,-39,-4
0,1,-1,0,-3,0,-11,1,1,55,-28
0,1,0,0,-1,0,20,6,2,12,-8
0,1,0,-1,-1,0,1,-5,6,29,28
0,0,-1,0,-1,0,-4,1,5,-83,-18
0,1,-1,0,0,0,-70,-2,-2,28,-14
0,0,-1,0,-3,0,-196,-4,7,-84,-48
1,0,-2,0,0,0,58,2,-1,23,-5
1,1,1,0,-2,0,-16,4,6,-73,-4
0,1,1,0,0,0,2,-7,7,-50,9
1,0,0,0,-1,0,-7,4,8,32,-16
1,1,-2,0,1,0,161,3,-6,-34,13
0,0,2,0,-2,0,-3,2,6,-21,11
0,0,1,0,1,0,-1,1,-1,46,-6
0,0,-2,0,0,0,22,1,3,-23,-24
0,0,-2,0,0,0,4,3,2,12,-23
1,1,2,0,1,0,4,2,-7,46,28
0,0,-2,0,-1,0,5,1,0,-32,3
1,0,0,0,0,0,-100,1,1,-44,6
1,0,0,0,0,0,-2,4,5,-12,4
0,0,-2,0,1,0,-2,-1,-3,-20,-30
1,1,0,0,3,0,1,-3,-5,61,5
0,1,2,0,0,0,7,2,0,-68,12
1,0,0,0,-1,0,-1,-1,0,-19,18
0,0,0,-1,-2,0,-5,3,8,-1,-34
0,0,0,0,-1,0,-62,0,4,-39,-36
0,0,1,0,0,0,-106,2,6,-69,9
0,0,2,0,-2,0,-6,3,6,-12,9
1,0,2,0,-2,0,25,3,3,-12,16
0,1,0,0,0,0,-301,-4,2,69,-17
0,0,-2,0,0,0,5,-1,2,-36,-8
1,0,2,0,-1,0,-180,0,5,25,-18
1,1,0,0,1,0,-1,-3,-4,-20,0
1,0,-2,0,1,0,0,0,-1,27,0
0,0,-1,0,-1,0,3,2,5,10,-45
0,0,-2,-1,-3,0,1,1,4,-17,-5
1,0,0,0,-1,0,-5,2,-5,40,20
0,1,0,0,1,0,-7,-1,5,-15,16
0,0,-2,0,0,0,-65,0,1,19,33
0,1,1,0,0,0,-3,-2,-4,36,-21
1,1,0,0,1,0,7,1,-1,117,0
1,1,0,0,1,0,-5,1,0,15,-20
0,0,1,-1,-1,0,2,-1,5,9,-11
1,1,-1,0,-2,0,-2,-2,5,-12,0
1,1,0,0,2,0,-2,-1,-3,46,16
0,0,0,0,0,0,39,-4,-7,27,16
